"Café Restaurant L’Arrosoir","Restaurant","75 Avenue Daumesnil, Paris","75 Av. Daumesnil, 75012 Paris, France","http://www.restaurant-larrosoir.com/","01 43 43 64 58","['Monday: 8:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Tuesday: 8:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Wednesday: 8:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Thursday: 8:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Friday: 8:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Saturday: 8:00\\u202fAM\\u2009–\\u200912:00\\u202fAM', 'Sunday: 8:00\\u202fAM\\u2009–\\u200912:00\\u202fAM']","Quite big portion for regular Asian. For me the dish is better with a bit of salt and pepper. 1 salad and 1 steak should be fine for 2 person. They offer free drinking water.; Excellent place to sit on the patio and enjoy a fantastic meal. Started with croque-monsieur on brushetta followed by a salad Cesar and croque-monsieur, salad. All with a paname barge du canal IPA to wash it down.; Very pleasant staff. Good location. Nice vibe. Bad food. It was unfortunately most unpleasant. Avoid unless you're starving.; Very nice place to eat. Food here is very fresh and good quality. Very good selection deserts and wine. Definitely worth to step in and try.; Location,food and mood good:) staffs are not that lovely little cold attitude:(\
Side is too simple, only french fried if contain salad with steak, much better:)","75012","Café_75012_31","Re-75012","kfgo6075","kfgo6075_32"
"Cafezoide","Coffee shop","26 Avenue Corentin Cariou, Paris","26 Av. Corentin Cariou, 75019 Paris, France","Site web non disponible","01 40 05 79 99","Horaires non disponibles","great value for money for the crazy bar.","75019","Cafe_75019_8","Co-75019","kfgo6075","kfgo6075_9"
"Candide","Restaurant","35 Rue de Sambre-et-Meuse, Paris","35 Rue de Sambre-et-Meuse, 75010 Paris, France","https://www.candide.paris/","01 71 73 58 57","['Monday: 12:00\\u2009–\\u20092:00\\u202fPM, 7:30\\u2009–\\u200910:30\\u202fPM', 'Tuesday: 12:00\\u2009–\\u20092:00\\u202fPM, 7:30\\u2009–\\u200910:30\\u202fPM', 'Wednesday: 12:00\\u2009–\\u20092:00\\u202fPM, 7:30\\u2009–\\u200910:30\\u202fPM', 'Thursday: 12:00\\u2009–\\u20092:00\\u202fPM, 7:30\\u2009–\\u200910:30\\u202fPM', 'Friday: 12:00\\u2009–\\u20092:00\\u202fPM, 7:30\\u2009–\\u200910:30\\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","Excusez mon anglais… this restaurant was delightful. The staff was friendly and accommodating, the food was delicious and healthy and the owner was incredibly sweet to our group. I hope that word gets around and this restaurant gets the credit it deserves.\
It’s a bit pricey but I’d say that the cost is fitting of the quality of the food and the ingredients. As we were eating I knew I wanted to write a review and when my meal came it looked so good I completely forgot to take a photo but I can assure you it was amazing. I had the trout and I highly recommend this if you like fish. We had the mussels and anchovies for an entree (photos) and the Fromage plate for dessert.\
Really loved this place.; What a great spot!! Love the vibes. Good portion. Great flavors. Amazing wines. Totally worth it!! Our favorite was the duck and the gnocchi.; Candide, a charming restaurant nestled in the heart of Paris, offers an unforgettable dining experience that is sure to delight even the most discerning palate. From the moment you step inside, you are enveloped in a warm and inviting atmosphere that sets the stage for a truly exceptional meal.\
\
The menu at Candide showcases a remarkable fusion of classic French cuisine and modern culinary techniques, resulting in a symphony of flavors that are both innovative and comforting. Each dish is thoughtfully crafted, showcasing the freshest ingredients and artful presentation that elevates the dining experience to new heights.\
\
The attentive and knowledgeable staff at Candide create an environment of genuine hospitality, ensuring that each guest feels welcome and well cared for. Their passion for fine dining and commitment to providing an outstanding experience is evident throughout the meal.\
\
Candide is a must-visit destination for anyone seeking a memorable and enchanting culinary experience in Paris. With its exquisite menu, elegant ambiance, and exceptional service, this charming restaurant is the epitome of Parisian dining at its finest.\
\
p.s. there is a secret in one of the cabinets; To be avoided, the food was tasteless, the pork dry and the wine not good. Plus super expensive for what it is (more than 70 euros per person). The restaurants on rue Belleville are much better and original, and at a fraction of the price. The waiters were nice though.; Waitress very rude and agressive, rolled her eyes when I had a question about the menu. She kept trying to remove the plates before it was finished. The people in the table next to us were also disturbed by her. She also charged us for multiple items we didn’t order, I only realized when I got home..","75010","Cand_75010_51","Re-75010","kfgo6075","kfgo6075_52"
"Candle Kids","Coffee shop","107 Rue des Couronnes, Paris","107 Rue des Couronnes, 75020 Paris, France","https://www.instagram.com/candlekidscoffee/","Numéro non disponible","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 8:30\\u202fAM\\u2009–\\u20095:30\\u202fPM', 'Thursday: 8:30\\u202fAM\\u2009–\\u20095:30\\u202fPM', 'Friday: 8:30\\u202fAM\\u2009–\\u20095:30\\u202fPM', 'Saturday: 10:00\\u202fAM\\u2009–\\u20096:00\\u202fPM', 'Sunday: 10:00\\u202fAM\\u2009–\\u20096:00\\u202fPM']","This is by far the best coffee shop in town!!!\
Staff is super friendly, food is delicious and coffee is just amazing.\
Highly recommended.; Adorable coffeeshop with a lot of space and tables both inside and outside. There are two zones for laptops. The coffee is great. Cinnamon roll is recommended!; good neighborhood coffee shop in the 20th arrondissement! we got the hojicha latte & cardamom bun — both really good!! great place to catch up with friends.even though the place is full (even outside), the people really come and go so it’s easy to grab a table in just a few minutes wait!; Great coffee place, can recommend \
One of the « new style » chic Parisian cafes that you see here and there, and everywhere if you know what to look for. Which is good.; Friendly and warm little cafe in Belleville! This has been my go-to coffee shop during my stay in Paris, hands down! Best coffee and its made with L-O-V-E.  Fresh OJ, wonderful pastries and a lively environment to read or just people watch. Also, the cutest dogs hang out there. I highly recommend.","75020","Cand_75020_7","Co-75020","kfgo6075","kfgo6075_8"
"Cozy Factory ( poke bowls & sandwich)","Restaurant","36 Rue Saint-André des Arts, Paris","36 Rue Saint-André des Arts, 75006 Paris, France","Site web non disponible","Numéro non disponible","['Monday: 10:00\\u202fAM\\u2009–\\u20099:00\\u202fPM', 'Tuesday: 10:00\\u202fAM\\u2009–\\u20099:00\\u202fPM', 'Wednesday: 10:00\\u202fAM\\u2009–\\u20099:00\\u202fPM', 'Thursday: 10:00\\u202fAM\\u2009–\\u20099:00\\u202fPM', 'Friday: 10:00\\u202fAM\\u2009–\\u20099:00\\u202fPM', 'Saturday: 11:00\\u202fAM\\u2009–\\u20099:00\\u202fPM', 'Sunday: 11:00\\u202fAM\\u2009–\\u20098:00\\u202fPM']","The poké was very fresh. I liked the portion size also. The staff was very friendly and patient. You can ask for the wifi code to save some data when visiting around paris. They also have a restroom too. Which is a nice addition for a small place. Nice place to rest when walking around paris.; Good poke restaurant, fresh products,  good service\
Prices are correct: from 9.90 euros\
Two sizes : L or XL\
You can make your bowl as well choosing the size; Great food and good service! Not so nice to sit because it‘s a small place; Lovely place to eat! Great service, friendly staff, so willing to help us even though we don't speak French very well. The food was delicious, very fresh and a lot of choice. Also the name fits well: cozy and pretty interior. Would definitely visit again!; Very cozy place with nice and fresh food\
Recommended for a quick lunch","75006","Cozy_75006_39","Re-75006","kfgo6075","kfgo6075_40"
"Crêperie Little Breizh","Restaurant","11 Rue Grégoire de Tours, Paris","11 Rue Grégoire de Tours, 75006 Paris, France","https://www.facebook.com/LittleBreizhCreperie","01 43 54 60 74","['Monday: Closed', 'Tuesday: 11:45\\u202fAM\\u2009–\\u20092:40\\u202fPM, 6:40\\u2009–\\u200910:30\\u202fPM', 'Wednesday: 11:40\\u202fAM\\u2009–\\u20092:40\\u202fPM, 6:40\\u2009–\\u200910:30\\u202fPM', 'Thursday: 11:40\\u202fAM\\u2009–\\u20092:40\\u202fPM, 6:40\\u2009–\\u200910:30\\u202fPM', 'Friday: 11:40\\u202fAM\\u2009–\\u20092:40\\u202fPM, 6:40\\u2009–\\u200910:30\\u202fPM', 'Saturday: 11:40\\u202fAM\\u2009–\\u20093:15\\u202fPM, 6:40\\u2009–\\u200910:30\\u202fPM', 'Sunday: Closed']","Maybe I was eating too fast but I got really full halfway through my first crepe. But I had already pre-ordered the dessert so I definitely overdid it with two crepes. The servers were very nice.; I personally loved this cozy little place. We randomly checked the map and saw its rating so gave it a try, that happened in June 2024 btw. We tried one savory and one sweet crepe and enjoyed both. It was super crowded so service was a little slow but people were quite nice and I felt that they tried their best.; We had ordered one savoury and one sweet crepes.  All is a delicious food.  The service is nice and friendly, but not many types of coffee to select; We had a delicious and delightful meal here - managed to sit down just before the dinner time rush, but the service was friendly and efficient at all times. We had two savoury and one dessert crepes - all were excellent! Compliments to the chef, would love to come back.; We came here on a Saturday afternoon. It wasn't full when we arrived but after we sat down the place started to fill up with people. We ordered the crepe with ham, cheese and egg and the crepe little Breizh crepe as well as a cider. You can't have crepes without cider in France.\
The savoury ham, cheese and egg crepe was really crispy and savoury. I preferred the sweet crepe with ice cream and caramel more. It wasn't overly sweet. Everything went really well with the cider.\
The service here is VERY nice. A lot of regulars come here and you can see the love and care that the owner has put into maintaining her relationships. Would recommend for crepes.","75006","Crêp_75006_15","Re-75006","kfgo6075","kfgo6075_16"
"Crêpe Station","Restaurant","22 Rue Copernic, Paris","22 Rue Copernic, 75116 Paris, France","https://crepe-station.eatbu.com/?lang=fr","09 70 66 95 19","['Monday: 11:00\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Tuesday: 11:00\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Wednesday: 11:00\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Thursday: 11:00\\u202fAM\\u2009–\\u200911:00\\u202fPM', 'Friday: 11:00\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Saturday: 12:00\\u202fPM\\u2009–\\u20092:00\\u202fAM', 'Sunday: 3:00\\u202fPM\\u2009–\\u20092:00\\u202fAM']","We went to this place to get some dinner for evening. Sadly the waffles were not available, but they had other options that did not disappoint. We ordered a hotdog and some crepes to go. The wait was less than 10 minutes for the food to get prepared. It was presented in some nice paper containers and a bag to carry the food back to the hotel. I appreciate when businesses use environmental friendly materials like paper and not styrofoam.\
\
The crepes were delicious and the hotdog was a hit for my son. I would definitely eat here again when I’m in Paris again.; Roaming the streets of Paris, exhausted us.\
Finally found this little place in the crowded lanes of Paris.\
The guy was amazingly friendly. Humble and patiently explained all the items\
We ordered XL Tachos and Crepe.\
Frankly it was just average food. Nothing special.\
It just did the job.; Really nice Crepe! I chose the Kentucky one! Good price for a really tasty crepe! Also, I took the milkshake and it was one of the greatest I have drunk! The employee was very kind! I would recommend it to everyone!; Tiny but cozy crepe place! We went twice already, once for dinner and another time for dessert. You can choose your own toppings. Service is quick and polite. The crepes itself are fresh and crispy. Loved every bite! We plan to go again for another dessert crepe ; We tried it earlier today; our first bite in Paris after we checked into our hotel. Flavorful food at a great price, and the workers were very nice and made conversation with us.\
\
The freshness and choices for mixing ingredients and flavors really makes this worth a visit.","75116","Crêp_75116_29","Re-75116","kfgo6075","kfgo6075_30"
"Dame Tartine","Restaurant","2 Rue Brisemiche, Paris","2 Rue Brisemiche, 75004 Paris, France","https://www.wiictechnology.com/WiiC_clouds/offre.php?resto=223","01 77 18 88 59","['Monday: 11:00\\u202fAM\\u2009–\\u200911:00\\u202fPM', 'Tuesday: 11:00\\u202fAM\\u2009–\\u200911:00\\u202fPM', 'Wednesday: 11:00\\u202fAM\\u2009–\\u200911:00\\u202fPM', 'Thursday: 11:00\\u202fAM\\u2009–\\u200911:00\\u202fPM', 'Friday: 11:00\\u202fAM\\u2009–\\u200911:00\\u202fPM', 'Saturday: 11:00\\u202fAM\\u2009–\\u200911:00\\u202fPM', 'Sunday: 11:00\\u202fAM\\u2009–\\u200911:00\\u202fPM']","We came across this place totally by chance but what a find. People are incredibly nice, welcoming. The food, homemade, is really good and the meat was excellent. Although area is very touristic, it is the exception and it feels like a local restaurant. Every time we went, most customers were french people which is a great sign. The terrasse experience is really nice; The food was great. I had the veal steak with mashed potatoes and it was awesome. Kids had the beef steak and loved it. Honestly can’t remember my wife dish name but looked great!\
The staff were super friendly and spoke fluent English.; I ordered a beef steak and was surprised when they brought a medium rare. By default in every restaurant I've ever been it's medium.\
\
Medium rare is still smth that I eat but it was unevenly fried and a half of the steak was completely raw. Although I was very hungry raw is not what I can eat.\
\
The waitress didn't even bother to ask why I didn't finish my steak. Overall she looked tired, unhappy and at the same time busy - she was the only one to serve all the tables. It wasn't a peak hour and only about third of the tables is not less were occupied.; Great place with great food. I had the sea bass and a huge portion of profiteroles for dessert. So good.\
The place is heaving with people in the evening, it’s got a very youthful vibe and I like that.\
Great selection of drinks too.; Very good atmosphere.\
Not only the dishes were delicious, but also staff members in this restaurant were so funny.\
We really enjoyed at the first visit, and we went here twice during three days trip in Paris.","75004","Dame_75004_27","Re-75004","kfgo6075","kfgo6075_28"
"DELARTE","Restaurant","Zac des Graviers Les Bas, Chem. des Montjoies,","Zac des Graviers Les Bas, Chem. des Montjoies,","Site web non disponible","Numéro non disponible","Horaires non disponibles","the all restauntas restaurants DELARTE are kid's friendly","91310","DELA_91310_66","Re-91310","kfgo6075","kfgo6075_67"
"DICE Caffè","Restaurant","11 Rue du Pas de la Mule, Paris","11 Rue du Pas de la Mule, 75004 Paris, France","http://dicecaffe.com/","01 42 71 59 73","['Monday: Closed', 'Tuesday: 12:00\\u2009–\\u20092:30\\u202fPM, 7:00\\u2009–\\u200910:30\\u202fPM', 'Wednesday: 12:00\\u2009–\\u20092:30\\u202fPM, 7:00\\u2009–\\u200910:30\\u202fPM', 'Thursday: 12:00\\u2009–\\u20092:30\\u202fPM, 7:00\\u2009–\\u200910:30\\u202fPM', 'Friday: 12:00\\u2009–\\u20092:30\\u202fPM, 7:00\\u2009–\\u200910:30\\u202fPM', 'Saturday: 12:00\\u2009–\\u20092:30\\u202fPM, 7:00\\u2009–\\u200910:30\\u202fPM', 'Sunday: 12:00\\u2009–\\u20093:00\\u202fPM']","This place is a hidden gem next to more well known restaurants. We were lucky enough to walk in, unlike most other spots in the area. The service is amazing and the food is incredible. It’s a small menu, but it’s perfect for a date night. The ambiance is superb. I would totally recommend this place to everyone, but we don’t want it to get overrun like everything else in this neighborhood. Go here before it gets too famous.; It was really nice lunch with two of my friends. Healthy and light, and I loved that there are selected menu for a few days. I have issues with choosing the menu, but there were not too many options, so it was easier. I had the haddock fish with aubergine caviar, and it was really tasty and good portion than it seemed. The place was cute and the staff was nice. I'd like to come back :); Had a great customer experience. Simple, tasteful menu. Good food, wine selection and friendly atmosphere. I'll be back!; 4,9/5\
EXCELLENT ! EXCELLENT ! EXCELLENT !\
Wandering the streets looking for a nice address, we found this cozy joint next to place des Vosges, with a sunday brunch menu !\
Very nice and not-cramped restaurant, few tables with spacious seating, wood decor, simple and heartwarming !\
The owner (Diego) is a super friendly Italian from Parma, he handles the bar, his wife is the kitchen boss (super friendly as well, graced me with the honour of best client of the week ;)\
We tried the 3 brunch main courses, and they were all 3 DELICIOUS !\
Eggs with salmon, potato galette with cream cheese.\
My favourite was the bun with mozzarella and coppa di parma ; incredibly tasty\
and the 3rd and most original was pupkin pancakes with cheese, topped with beets and salad !\
Simple, tasty, and copious !\
Their juices were really good too ; I tried the refreshing apple, cucumber, lemon shake !\
A must try address, e !ven if to grab a simple coffee.; A lovely place. We stumbled upon it for lunch and for 23 EUR had a 3 course menu with generous portions. The food is delicious and the staff lovely. The place is also nicely decorated and definitely worth a visit :)","75004","DICE_75004_14","Re-75004","kfgo6075","kfgo6075_15"
"EatDay","Restaurant","73 Rue Saint-Martin, Paris","73 Rue Saint-Martin, 75004 Paris, France","https://eatday75.com/","01 42 74 71 31","['Monday: 11:30\\u202fAM\\u2009–\\u20092:45\\u202fPM, 6:30\\u2009–\\u200910:45\\u202fPM', 'Tuesday: Closed', 'Wednesday: 11:30\\u202fAM\\u2009–\\u20092:45\\u202fPM, 6:30\\u2009–\\u200910:45\\u202fPM', 'Thursday: 11:30\\u202fAM\\u2009–\\u20092:45\\u202fPM, 6:30\\u2009–\\u200910:45\\u202fPM', 'Friday: 11:30\\u202fAM\\u2009–\\u20092:45\\u202fPM, 6:30\\u2009–\\u200910:45\\u202fPM', 'Saturday: 11:30\\u202fAM\\u2009–\\u200910:45\\u202fPM', 'Sunday: 11:30\\u202fAM\\u2009–\\u200910:45\\u202fPM']","We decided to visit this restaurant based on the good reviews it had on the Fork. We were craving japanese food and noticed they had some special plates. It was really tasty and fresh and very well presented. Our favourite was the gold rolls with mango and the Sushi with cheese and the salad with shrimps.; Really great discovery! You have a great amount of choice in terms of sushis and we were really surprised how tasty it was. You order your food with a tablet which makes it easier. The personnel was also nice. I really recommend to try this place!; so friendly and welcoming, food is perfect as well :); Service was horrible the entire night. We waited over an hour for our food and by the time we got it the entire restaurant was empty. The staff would yell at each other and ignore me. The food was decent, not amazing. Thankfully it was 40% off through The Fork. I’m definitely not going back and would advise others to avoid.; Excellent Japanese restaurant at the heart of Paris not far From the center (Chatelet).\
The food is very good, the sushi, the sashimi, the California rolls… etc\
Fresh ingredients and homemade!\
Outstanding service and lovely staff!\
I highly recommend this place","75004","EatD_75004_11","Re-75004","kfgo6075","kfgo6075_12"
"Ernestine Café","Coffee shop","72 Rue Joseph de Maistre, Paris","72 Rue Joseph de Maistre, 75018 Paris, France","http://ernestinecafe.fr/","06 86 80 18 45","['Monday: 10:00\\u202fAM\\u2009–\\u20095:00\\u202fPM', 'Tuesday: 10:00\\u202fAM\\u2009–\\u20095:00\\u202fPM', 'Wednesday: 10:00\\u202fAM\\u2009–\\u20095:00\\u202fPM', 'Thursday: 10:00\\u202fAM\\u2009–\\u20095:00\\u202fPM', 'Friday: 10:00\\u202fAM\\u2009–\\u20095:00\\u202fPM', 'Saturday: 9:00\\u202fAM\\u2009–\\u20096:00\\u202fPM', 'Sunday: 10:00\\u202fAM\\u2009–\\u20096:00\\u202fPM']","**5 Stars - Amazing Spot!**\
\
Loved my visit to Ernestine Cafe! The coffee was rich and flavorful, and the pastries were fresh and delicious. The cozy atmosphere and friendly staff make it a perfect place to relax or catch up with friends. Will definitely be back! highly recommend; Was just walking by and decided to give the cafe a chance, I’m so glad I did!\
\
The cozy interior is very charming, they host a lot of children workshops here in a separate playroom open for them to play in while their parents enjoy their meal / drink. There’s a large window looking into the playroom so parents can watch their kids but also have a bit of space to themselves, very family friendly and innovative. The atmosphere is very pleasant and welcoming; there’s mostly locals who stop by here but Ernestine Cafe is also very tourist friendly because the workers speak and understand English well.\
\
The menu is diverse and creative, with all the food being made in house. They have a restroom in the back which makes it convenient to spend some time here. I ordered their brunch and left quiet full and content, will definitely stop by the next time I’m in Paris!; It is a very cosy and charming cafe with a special area for children. While our one year daughter is playing we can enjoy excellent macchiato. Don't miss this place if you have young kids and like very good coffee.; Super cosy and relaxing shop.; Cute cafe with play area for kids and delicacies to die for!","75018","Erne_75018_47","Co-75018","kfgo6075","kfgo6075_48"
"Fédération internationale des cafés des enfants","Restaurant","92 bis Quai de la Loire, Paris","92 bis Quai de la Loire, 75019 Paris, France","https://www.cafezoide.fr/?p=606","01 42 38 26 37","Horaires non disponibles","Very special place for kids! ️; The ideal place to get together with your children and adults.; Perfect for taking a breather","75019","Fédé_75019_22","Re-75019","kfgo6075","kfgo6075_23"
"Food Market | Loisirs | Événements | Boom Boom Villette","Food Market","30 Avenue Corentin Cariou, Paris","30 Av. Corentin Cariou, 75019 Paris, France","https://boomboomvillette.com/","Numéro non disponible","['Monday: 9:00\\u202fAM\\u2009–\\u20091:00\\u202fAM', 'Tuesday: 9:00\\u202fAM\\u2009–\\u20091:00\\u202fAM', 'Wednesday: 9:00\\u202fAM\\u2009–\\u20091:00\\u202fAM', 'Thursday: 9:00\\u202fAM\\u2009–\\u20091:00\\u202fAM', 'Friday: 9:00\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Saturday: 8:00\\u202fAM\\u2009–\\u20092:00\\u202fAM', 'Sunday: 8:00\\u202fAM\\u2009–\\u20091:00\\u202fAM']","The food court has exciting vibe, free arcade game, and yummy foods!!!; Lovely atmosphere - for fun and also great for co-working - incl. places with plugs!\
Great coffee and tasty food!\
Staff is amazingly friendly and the escape room was really fun!; Nice place for food but could’ve been cheaper than this. … the food is a bit costly compared to its taste; Worst experience in Paris with Boom boom when I was walking on the street they told me to scan the QR and play the game to win food and I win the game when I reach the store they gave me the free hot dog but I need to choose the menu first of 13.50 euro it’s just wasting my time and I ask my free hot dog but they didn’t provide that only worst experience don’t fall in this type of game it’s waste of time; This review is for Street Banh Mi at the Food Market. Follow a very good review of Vietnamese community group on Facebook, I gave it a try to support my homeland foods and restaurant owners. I tried their special “Bánh mì chảo” which is kind of double price of a normal bánh mì 8,5€. And that’s already expensive compared to many good banh mì that I have tried in Paris. It was very noisy there and we needed to wait a bit long. And the “Bánh mì chảo” is too far from the bánh mì chảo that I know. Dry, no sauce and quantity is not up to the price 15€. The quality is average. And the bread is under baked, white, too soft not crunchy. I usually don’t spend time to write negative review. I did this time because it isn’t correct to serve average quality for high price.\
It deserves 2,5 stars.","75019","Food_75019_5","Fo-75019","kfgo6075","kfgo6075_6"
"Friends & Family Restaurant","Restaurant","18 Cité Bergère, Paris","18 Cité Bergère, 75009 Paris, France","https://www.friends-n-family.com/","01 45 23 33 33","['Monday: Closed', 'Tuesday: 6:30\\u202fPM\\u2009–\\u200912:00\\u202fAM', 'Wednesday: 6:30\\u202fPM\\u2009–\\u200912:00\\u202fAM', 'Thursday: 6:30\\u202fPM\\u2009–\\u200912:00\\u202fAM', 'Friday: 6:30\\u202fPM\\u2009–\\u200912:00\\u202fAM', 'Saturday: 6:30\\u202fPM\\u2009–\\u200912:00\\u202fAM', 'Sunday: Closed']","Restaurant is so aptly named as the atmosphere is cosy with tables of patrons chatting happily away. The waiter is very friendly. Even though he can barely speak English but still tries to communicate as much as he can. The menu is very simple. You either choose 2 courses pairing the mains with entrees or dessert for 28 Euros or all 3 courses for 36 Euros. All the items in each course is written in French onto the chalkboard. So i presume it is changed regularly. Though I can't understand French,  its easily overcome with Google Lens . The entree of squid and chorizo sausages in an orange thick soup was a pleasant surprise. For the mains I tried beef tatare for the first time and it tastes good. Ended meal with a chocolate mousse with sea salt. The waiter was a one man show handling many tables so each course took some time to arrive which was understandable. Hope the restaurant can find some help soon for this kind gentleman :); Great casual spot.\
Came for a Thursday night dinner. Service was very good and the staff is very nice. The place is quiet and chill and away of the street’s bustle.\
Buratta and the apricot crumble were the highlight of the evening.\
Beef fillet was also good, but nothing too exciting.; We were looking for a fine dine restaurant, this was recommended by our hotel staff, and surprisingly this was indeed a good experience. Price it's reasonable, portions are great, great service! The only improvement I see are the desserts, they are too heavy by my taste, but definitely does not affect overall experience.; The restaurant was an absolutely fantastic discovery having come here for dinner with a friend! We chose it judging by all the positive reviews & we weren't disappointed  Every dish that we ordered was absolutely exquisite!! We had the burrata as a starter, the dorade ceviche as a main and the seasonal crumble, as well S the mousse au chocolat for dessert - each and every one of them was a little wow experience  The prices were fair for the outstanding quality - 27€ for a starter + a main dish or a main dish + a dessert; or 35€ for all the three courses. I had a white wine suggested which fit perfectly with the food and all in all, the service was so warm and welcoming, which is extremely refreshing in the world of grumpy Parisian waiters  The only thing to mention, is that it would be great to have some more qualitative tea instead of just Lipton in a tea bag  It's located in a little hidden street, so it's really calm & away from all the noise of the cars, while being super central, it's simply the perfect mix!!! We will be back for sure & I have already suggested it to other friends ️; It was a nice fixed price menu place. My favorites were the mushroom soup starter and the desserts. For my entrée I had the steak tartare, and I guess it's one of those things I can check off the list as having tried. They've got plenty of wines to choose from, if that's your thing.","75009","Frie_75009_2","Re-75009","kfgo6075","kfgo6075_3"
"Good Lunch","Restaurant","280 Avenue Daumesnil, Paris","280 Av. Daumesnil, 75012 Paris, France","Site web non disponible","Numéro non disponible","['Monday: 11:00\\u202fAM\\u2009–\\u20091:00\\u202fAM', 'Tuesday: 11:00\\u202fAM\\u2009–\\u20091:00\\u202fAM', 'Wednesday: 11:00\\u202fAM\\u2009–\\u20091:00\\u202fAM', 'Thursday: 11:00\\u202fAM\\u2009–\\u20091:00\\u202fAM', 'Friday: 11:00\\u202fAM\\u2009–\\u20091:00\\u202fAM', 'Saturday: 11:00\\u202fAM\\u2009–\\u20091:00\\u202fAM', 'Sunday: 11:00\\u202fAM\\u2009–\\u200912:00\\u202fAM']","Very good quality and tasty food, above else better than the competition in that intersection (those big franchises), that's something!\
Friendly and polite personnel.; Good food, good people; The worst kebab I ever had in France….; I got what I was looking for - good food for good price, nothing fancy.; Corerect","75012","Good_75012_49","Re-75012","kfgo6075","kfgo6075_50"
"Hard Rock Café","Restaurant","14 Bd Montmartre","14 Bd Montmartre","Site web non disponible","Numéro non disponible","Horaires non disponibles","they have a brunch for the kids , they have activities for the childrens , there is everything for the family","75009","Hard_75009_67","Re-75009","kfgo6075","kfgo6075_68"
"Koff Burger Montmartre","Restaurant","15 Rue la Vieuville, Paris","15 Rue la Vieuville, 75018 Paris, France","Site web non disponible","01 46 06 83 36","['Monday: 12:00\\u2009–\\u20093:00\\u202fPM', 'Tuesday: 12:00\\u2009–\\u20093:00\\u202fPM, 7:00\\u2009–\\u200910:30\\u202fPM', 'Wednesday: 12:00\\u2009–\\u20093:00\\u202fPM, 7:00\\u2009–\\u200910:30\\u202fPM', 'Thursday: 12:00\\u2009–\\u20093:00\\u202fPM, 7:00\\u2009–\\u200910:30\\u202fPM', 'Friday: 12:00\\u2009–\\u20093:00\\u202fPM, 7:00\\u2009–\\u200910:30\\u202fPM', 'Saturday: 12:00\\u2009–\\u20094:30\\u202fPM, 7:00\\u2009–\\u200910:30\\u202fPM', 'Sunday: 11:30\\u202fAM\\u2009–\\u20094:30\\u202fPM, 7:00\\u2009–\\u200910:30\\u202fPM']","This place is by far one of the best burger places! I almost thought we were back in the states! The burger and hot dog were amazing! Definitely can’t recommend this place enough. I was surprised that there wasn’t more people in here. We’ll be returning here if we come back to Paris.; Puts 5 guys to shame.\
\
Absolutely 5 stars burger.\
Definitely wish I could be back to try the other burger variations.\
\
Went with cheeseburger & wasn't disappointed; I came across KOFF while strolling around Montmartre and was glad I found it. My daughter and I had lunch there and everything was delicious. I had the hamburger which was cooked perfectly medium as I ordered. The fries were among the best I’ve had during my stay. I highly recommend this place.; The food was super tasty and the service was very friendly and attentive.; Yes I was an American that went to an American burger place in France... It was one of the few places open and we figured wth. We were so glad we did! Definitely come here! This was probably one of the best burgers I have had in my life! The fries were excellent too. The service is lacking and it seemed like only two people were working and one disappeared and the other had to pick up the slack. We are also still learning how service really works in France so it may have been a cultural disconnect. But even with that, just go you will not be disappointed. I got the mcFly and my sisters got the bacon cheeseburger, do not expect American level bacon, it was still fantastic though. I don't think you could get a bad burger here.","75018","Koff_75018_42","Re-75018","kfgo6075","kfgo6075_43"
"L'Arrosoir","Restaurant","75 avenue daumesnil","75 avenue daumesnil","Site web non disponible","Numéro non disponible","Horaires non disponibles","good for the kids and family","75012","L'Ar_75012_65","Re-75012","kfgo6075","kfgo6075_66"
