"10136","JARDIN DES GRANDS MOULINS  - JARDIN DES ECOLES","Promenades ouvertes","Jardin","75013","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=54006","48.83005762093901, 2.379610401339301","22.0 RUE THOMAS MANN 75013","Park","Pa-75013","kfpk3075","kfpk3075_137"
"10138","JARDIN D'EOLE","Promenades ouvertes","Jardin","75018","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=64397","48.88759642912773, 2.366209229832536","18.0 RUE DU DEPARTEMENT 75018","Park","Pa-75018","kfpk3075","kfpk3075_2100"
"10139","JARDIN DE LA FOLIE TITON","Promenades ouvertes","Jardin","75011","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=48658","48.85229578355974, 2.385594209637959","17.0 RUE TITON 75011","Park","Pa-75011","kfpk3075","kfpk3075_1859"
"10140","JARDIN PAUL NIZAN","Promenades ouvertes","Jardin","75013","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=54110","48.82261342708493, 2.357498584236722","9.0 RUE DE L' INDUSTRIE 75013","Park","Pa-75013","kfpk3075","kfpk3075_752"
"10141","JARDIN DE L'IMPERATRICE EUGENIE","Promenades ouvertes","Jardin","75012","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=50417","48.84860642953009, 2.3919262486821276","2.0 RUE DE PICPUS 75012","Park","Pa-75012","kfpk3075","kfpk3075_1527"
"10142","JARDIN DU MUSEE CARNAVALET","Jardins privatifs","Jardin","75003","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=126490","48.85736442276697, 2.3623090782415064","23.0 RUE  DE SEVIGNE 75003","Park","Pa-75003","kfpk3075","kfpk3075_1267"
"10146","JARDIN DE L'HOTEL LAMOIGNON - MARK ASHTON","Promenades ouvertes","Jardin","75004","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=107455","48.85685807600884, 2.3622133648311934","25.0 RUE DES FRANCS BOURGEOIS 75004","Park","Pa-75004","kfpk3075","kfpk3075_885"
"10151","JARDIN DES ARTS -  ALBERT SCHWEITZER","Promenades ouvertes","Square","75004","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=80277","48.85413482271216, 2.3577215470090604","10.0 RUE DE L'HOTEL-DE-VILLE 75004","Park","Pa-75004","kfpk3075","kfpk3075_1900"
"10165","JARDIN DE LA BIBLIOTHEQUE THIERS (FONDATION DOSNE)","Promenades ouvertes","Jardin","75009","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=0","48.878386938089356, 2.3372525341755344","27.0 PLACE SAINT-GEORGES 75009","Park","Pa-75009","kfpk3075","kfpk3075_1646"
"102","JARDIN DE LA FONDATION NATIONALE DES ARTS GRAPHIQUES ET PLASTIQUES SALOMON DE ROTHSCHILD","Promenades ouvertes","Jardin","75008","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=46437","48.875168916679755, 2.3028151021228407","22.0 RUE BALZAC 75008","Park","Pa-75008","kfpk3075","kfpk3075_820"
"103","JARDIN  DE KYIV","Promenades ouvertes","Jardin","75008","Oui","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=46198","48.86537621412126, 2.314655443481093","14.0 COURS LA REINE 75008","Park","Pa-75008","kfpk3075","kfpk3075_420"
"104","SQUARE JEAN PERRIN","Promenades ouvertes","Square","75008","Oui","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=45906","48.866893807201706, 2.311628452878928","2.0 AVENUE FRANKLIN D ROOSEVELT 75008","Park","Pa-75008","kfpk3075","kfpk3075_1250"
"10729","JARDIN DES ROSIERS-JOSEPH MIGNERET","Promenades ouvertes","Jardin","75004","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=78517","48.85731442850161, 2.3602712911792425","37.0 RUE DES FRANCS BOURGEOIS 75004","Park","Pa-75004","kfpk3075","kfpk3075_547"
"10733","JARDIN CROMOT-DU BOURG","Promenades ouvertes","Jardin","75009","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=46926","48.87509941790825, 2.3427472199573405","9.0 RUE CADET 75009","Park","Pa-75009","kfpk3075","kfpk3075_2226"
"10743","JARDIN DES MERES ET GRAND-MERES DE LA PLACE DE MAI","Promenades ouvertes","Jardin","75015","Oui","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=57650","48.84540454387724, 2.276584967641496","9.0 ROND POINT DU PONT MIRABEAU 75015","Park","Pa-75015","kfpk3075","kfpk3075_1528"
"10747","JARDIN BIOPARK","Promenades ouvertes","Jardin","75013","Oui","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=52375","48.827803550024875, 2.3830466953000813","11.0 RUE WATT 75013","Park","Pa-75013","kfpk3075","kfpk3075_753"
"10777","JARDIN FREDERIC DARD","Promenades ouvertes","Jardin","75018","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=62584","48.887463271729324, 2.338265904191098","24.0 RUE NORVINS 75018","Park","Pa-75018","kfpk3075","kfpk3075_1481"
"10780","JARDIN DE LA RUE NOEL BALLAY","Promenades ouvertes","Jardin","75020","Oui","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=70260","48.84774459166869, 2.4122644044681443","2.0 RUE NOEL BALLAY 75020","Park","Pa-75020","kfpk3075","kfpk3075_231"
"10782","SQUARE LEO FERRE","Promenades ouvertes","Square","75012","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=51003","48.84968302764854, 2.3806035573838553","5.0 IMPASSE DRUINOT 75012","Park","Pa-75012","kfpk3075","kfpk3075_463"
"10783","JARDIN DE L'ESPLANADE DES GRANDS MOULINS","Promenades ouvertes","Jardin","75013","Oui","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=53663","48.82953006902786, 2.3814455970629425","8.0 RUE MARGUERITE DURAS 75013","Park","Pa-75013","kfpk3075","kfpk3075_2016"
"10789","JARDIN DE LA PLACE SOUHAM","Promenades ouvertes","Jardin","75013","Oui","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=52190","48.82873562198992, 2.367865019134885","5.0 PLACE SOUHAM 75013","Park","Pa-75013","kfpk3075","kfpk3075_1629"
"10791","JARDIN DU GROUPE SCOLAIRE MAURICE D’OCAGNE","Jardins privatifs","Jardin","75014","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=0","48.823931522058274, 2.3115200518803163","5.0 AVENUE MAURICE D'OCAGNE 75014","Park","Pa-75014","kfpk3075","kfpk3075_171"
"108","SQUARE BERLIOZ","Promenades ouvertes","Square","75009","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=46798","48.88316104586906, 2.3298585887574634","1.0 PLACE ADOLPHE MAX 75009","Park","Pa-75009","kfpk3075","kfpk3075_2028"
"10844","JARDIN DE LA MAISON DE BALZAC","Jardins privatifs","Jardin","75016","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=0","48.855166133409625, 2.2807561756440986","47.0 RUE RAYNOUARD 75016","Park","Pa-75016","kfpk3075","kfpk3075_1286"
"10845","JARDIN DU MUSEE D'ART MODERNE","Jardins privatifs","Jardin","75016","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=0","48.86454896035015, 2.2971453429371027","11.0 AVENUE DU PRESIDENT WILSON 75016","Park","Pa-75016","kfpk3075","kfpk3075_74"
"109","SQUARE MONTHOLON","Promenades ouvertes","Square","75009","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=46755","48.87697151235832, 2.3464886983445425","79.0 RUE LA FAYETTE 75009","Park","Pa-75009","kfpk3075","kfpk3075_1305"
"10964","SQUARE DE LA PLACE LOUISE LOSSERAND","Promenades ouvertes","Square","75014","Oui","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=120199","48.831152120129104, 2.3133493057349224","145.0 RUE RAYMOND LOSSERAND 75014","Park","Pa-75014","kfpk3075","kfpk3075_682"
"10965","JARDIN ANNA MARLY","Promenades ouvertes","Jardin","75014","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=194296 194300","48.825000174617564, 2.3034881635441677","13.0 RUE JULIA BARTET 75014","Park","Pa-75014","kfpk3075","kfpk3075_1394"
"10966","SQUARE JACQUES MANAVIAN","Promenades ouvertes","Square","75017","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=62039","48.89901081310577, 2.3245974892549057","22.0 RUE ANDRE BRECHET 75017","Park","Pa-75017","kfpk3075","kfpk3075_1227"
"10968","JARDIN HEROLD","Promenades ouvertes","Jardin","75019","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=66191","48.88248231339679, 2.3949211133383606","13.0 RUE FRANCIS PONGE 75019","Park","Pa-75019","kfpk3075","kfpk3075_1105"
"10969","JARDIN SERGE GAINSBOURG","Promenades ouvertes","Jardin","75019","Oui","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=117374","48.87861100348995, 2.4081101355686982","11.0 AVENUE DE LA PORTE DES LILAS 75019","Park","Pa-75019","kfpk3075","kfpk3075_1399"
"10996","JARDIN RUE DU CHALET","Promenades ouvertes","Jardin","75010","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=129591","48.87405024536894, 2.3732880759431647","18.0 RUE DU CHALET 75010","Park","Pa-75010","kfpk3075","kfpk3075_329"
"11","SQUARE GEORGES CAIN","Promenades ouvertes","Square","75003","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=42663","48.85806580139278, 2.3627599474038514","8.0 RUE PAYENNE 75003","Park","Pa-75003","kfpk3075","kfpk3075_2221"
"110","SQUARE D'ESTIENNE D'ORVES","Promenades ouvertes","Square","75009","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=46911","48.87674498790556, 2.3316282200485166","1.0 PLACE D' ESTIENNE D ORVES 75009","Park","Pa-75009","kfpk3075","kfpk3075_348"
"111","SQUARE D'ANVERS-JEAN-CLAUDE CARRIERE","Promenades ouvertes","Square","75009","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=46593","48.88217494781604, 2.3443762611147774","3.0 PLACE D' ANVERS 75009","Park","Pa-75009","kfpk3075","kfpk3075_525"
"11107","SQUARE MICHEL FOUCAULT","Jardinets décoratifs","Square","75005","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=44566","48.84933757903446, 2.3452284588050074","43.0 RUE DES ECOLES 75005","Park","Pa-75005","kfpk3075","kfpk3075_2185"
"11108","SQUARE ROGER COQUOIN","Promenades ouvertes","Square","75016","Oui","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=59057","48.83614976596545, 2.254957017360556","14.0 AVENUE FERDINAND BUISSON 75016","Park","Pa-75016","kfpk3075","kfpk3075_2095"
"11109","SQUARE ALAIN BASHUNG","Promenades ouvertes","Square","75018","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=129279","48.885329532724285, 2.356202700910435","16.0 RUE DE JESSAINT 75018","Park","Pa-75018","kfpk3075","kfpk3075_759"
"112","SQUARE ALEX BISCARRE","Promenades ouvertes","Square","75009","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=47036","48.878495609390626, 2.3367433792051573","31.0 RUE NOTRE DAME DE LORETTE 75009","Park","Pa-75009","kfpk3075","kfpk3075_1256"
"11215","JARDIN JANE VIALLE","Promenades ouvertes","Jardin","75018","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=77196","48.89499093055817, 2.353811774518237","122.0 RUE DES POISSONNIERS 75018","Park","Pa-75018","kfpk3075","kfpk3075_2173"
"11217","JARDIN FRIDA KAHLO","Promenades ouvertes","Jardin","75020","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=113267","48.872085245082914, 2.412971071207767","18.0 RUE DE NOISY LE SEC 75020","Park","Pa-75020","kfpk3075","kfpk3075_1835"
"11218","JARDIN CLEMENCE-ANNICK BURGARD","Promenades ouvertes","Jardin","75017","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=256591","48.897040286225675, 2.317907753191678","49.0 RUE PIERRE REBIERE 75017","Park","Pa-75017","kfpk3075","kfpk3075_1385"
"11219","JARDIN LOUISE TALBOT ET AUGUSTIN AVRIAL","Promenades ouvertes","Jardin","75011","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=327835","48.8583244428599, 2.375101154682901","31.0 RUE BREGUET 75011","Park","Pa-75011","kfpk3075","kfpk3075_1197"
"11220","JARDIN OLYMPIADES","Promenades ouvertes","Jardin","75013","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=126582","48.82451627840913, 2.365564686324922","42.0 RUE DU JAVELOT 75013","Park","Pa-75013","kfpk3075","kfpk3075_391"
"11221","JARDIN CHARLES TRENET","Promenades ouvertes","Jardin","75013","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=194146","48.82188561106343, 2.348414669212642","31.0 RUE BRILLAT-SAVARIN 75013","Park","Pa-75013","kfpk3075","kfpk3075_254"
"11222","JARDIN MARIELLE-FRANCO","Promenades ouvertes","Jardin","75010","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=257456","48.87909344123794, 2.3590299135164927","46.0 RUE D' ALSACE 75010","Park","Pa-75010","kfpk3075","kfpk3075_278"
"11224","JARDIN CURIAL - CITE MICHELET","Promenades ouvertes","Jardin","75019","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=202853","48.89577625716253, 2.3765408907320595","94.0 RUE CURIAL 75019","Park","Pa-75019","kfpk3075","kfpk3075_733"
"11229","JARDIN MARIE POUSSEPIN","Promenades ouvertes","Jardin","75015","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=77137","48.84001332130582, 2.291441832094474","242.0 RUE LECOURBE 75015","Park","Pa-75015","kfpk3075","kfpk3075_102"
"11231","JARDIN FRANCOISE HELENE JOURDA","Promenades ouvertes","Jardin","75018","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=194163","48.88657920274721, 2.362264374924597","20.0 RUE DU DEPARTEMENT 75018","Park","Pa-75018","kfpk3075","kfpk3075_1882"
"11232","SQUARE YILMAZ GUNEY","Promenades ouvertes","Square","75010","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=262743","48.8710779551507, 2.3504575605902147","25.0 RUE DE L' ECHIQUIER 75010","Park","Pa-75010","kfpk3075","kfpk3075_736"
"11233","JARDIN LEON ZYGUEL","Promenades ouvertes","Jardin","75020","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=129779","48.87442420884051, 2.3953475032399973","77.0 RUE PIXERECOURT 75020","Park","Pa-75020","kfpk3075","kfpk3075_805"
"11234","JARDIN DE VITALY","Promenades ouvertes","Jardin","75020","Oui","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=194175","48.85712277973438, 2.401672836020542","20.0 RUE DE FONTARABIE 75020","Park","Pa-75020","kfpk3075","kfpk3075_82"
"11238","JARDIN DE L'IMPASSE TRUILLOT","Promenades ouvertes","Jardin","75011","Oui","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=194135","48.86051864312489, 2.3739335642103994","66.0 BOULEVARD RICHARD LENOIR 75011","Park","Pa-75011","kfpk3075","kfpk3075_1767"
"11246","JARDIN DU MONUMENT AUX MERES FRANCAISES","Promenades ouvertes","Jardin","75013","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=52065","48.81999861197284, 2.3559112031111247","21.0 BOULEVARD KELLERMANN 75013","Park","Pa-75013","kfpk3075","kfpk3075_350"
"11257","JARDIN DES OISEAUX","Promenades ouvertes","Jardin","75020","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=194272","48.86161612733402, 2.4006431142202977","7.0 PASSAGE STENDHAL 75020","Park","Pa-75020","kfpk3075","kfpk3075_81"
"11263","SQUARE AUGUSTE BALAGNY","Promenades ouvertes","Square","75017","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=61342","48.886492857462066, 2.289184322670282","1.0 RUE JEAN OESTREICHER 75017","Park","Pa-75017","kfpk3075","kfpk3075_1876"
"11264","SQUARE DU QUAI DE LA SEINE","Promenades ouvertes","Square","75019","Oui","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=65687","48.886822213389706, 2.3751418472455037","40.0 QUAI DE LA SEINE 75019","Park","Pa-75019","kfpk3075","kfpk3075_1878"
"11290","JARDIN DES COMBATTANTS DE LA NUEVE","Promenades ouvertes","Jardin","75004","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=206988","48.855763548012504, 2.3521635581017644","2.0 PLACE DE L' HOTEL DE VILLE   ESPLANADE DE LA LIBERATION 75004","Park","Pa-75004","kfpk3075","kfpk3075_469"
"11294","JARDIN DE LA STATION SNCF FOCH","Décorations sur la voie publique","Jardin","75016","Unknown","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=59591","48.87075100483502, 2.275449757285749","83.0 BOULEVARD FLANDRIN 75016","Park","Pa-75016","kfpk3075","kfpk3075_1209"
"113","JARDIN DE LA MAIRIE DU IXEME","Promenades ouvertes","Jardin","75009","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=46626","48.87241249939653, 2.341674535445898","6.0 RUE DROUOT 75009","Park","Pa-75009","kfpk3075","kfpk3075_1223"
"11304","JARDIN SAIDA","Promenades ouvertes","Jardin","75015","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=205836","48.83142889342444, 2.2951096773132313","68.0 RUE DE DANTZIG 75015","Park","Pa-75015","kfpk3075","kfpk3075_2111"
"11310","JARDINS ROSA LUXEMBURG","Promenades ouvertes","Jardin","75018","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=203993","48.8887881698926, 2.3632398882225965","22.0 RUE PAJOL 75018","Park","Pa-75018","kfpk3075","kfpk3075_1043"
"11313","SQUARE HENRI CHRISTINE","Promenades ouvertes","Square","75010","Oui","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=48163","48.87796627383533, 2.366203233203953","151.0 QUAI DE JEMMAPES 75010","Park","Pa-75010","kfpk3075","kfpk3075_1966"
"11316","SQUARE DE LA PHOTO HIPPIQUE","Promenades ouvertes","Square","75016","Unknown","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=58942","48.86706028627006, 2.261056316579773","81.0 CHEMIN DE CEINTURE DU LAC INFERIEUR 75016","Park","Pa-75016","kfpk3075","kfpk3075_1010"
"11318","SQUARE DE LA CROIX ROUGE","Promenades ouvertes","Square","75012","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=51704","48.832438125478944, 2.4074451849389495","17.0 ROUTE DE CEINTURE DU LAC DAUMESNIL 75012","Park","Pa-75012","kfpk3075","kfpk3075_2239"
"11321","SQUARE DAUMESNIL","Promenades ouvertes","Square","75012","Unknown","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=51696","48.832939864181554, 2.4139016564905766","29.0 ROUTE DE CEINTURE DU LAC DAUMESNIL 75012","Park","Pa-75012","kfpk3075","kfpk3075_1915"
"11322","SQUARE DU JEU DE BOULES DE SAINT MANDE","Promenades ouvertes","Square","75012","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=51736","48.83907501278445, 2.4221961378042187","23.0 ROUTE DU LAC DE SAINT-MANDE 75012","Park","Pa-75012","kfpk3075","kfpk3075_2139"
"11324","SQUARE CARNOT","Promenades ouvertes","Square","75012","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=51698","48.8396799740365, 2.4332881182518586","3.0 ESPLANADE SAINT-LOUIS 75012","Park","Pa-75012","kfpk3075","kfpk3075_561"
"11325","SQUARE DU DONJON","Promenades ouvertes","Square","75012","Unknown","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=79222","48.84482573424773, 2.4431708282985136","9.0 ROUTE DE LA DAME BLANCHE 75012","Park","Pa-75012","kfpk3075","kfpk3075_451"
"11326","JARDIN INSOLITE","Promenades ouvertes","Jardin","75012","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=51700","48.83596074391827, 2.4467025486328122","2.0 CARREFOUR DE LA PYRAMIDE 75012","Park","Pa-75012","kfpk3075","kfpk3075_2140"
"11338","JARDIN MARGUERITE BOUCICAUT","Promenades ouvertes","Jardin","75015","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=130992","48.842003247296184, 2.2839726486472114","7.0 ALLEE ISADORA DUNCAN 75015","Park","Pa-75015","kfpk3075","kfpk3075_1887"
"11348","JARDIN SAINT-LAZARE","Promenades ouvertes","Jardin","75010","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=249233","48.87561658871711, 2.3540148209120417","12.0 RUE LEON SCHWARTZENBERG 75010","Park","Pa-75010","kfpk3075","kfpk3075_124"
"11379","JARDIN DE L'AVENUE FOCH","Promenades ouvertes","Jardin","75016","Oui","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=59765","48.87261083638065, 2.2839041305945984","14.0 AVENUE FOCH 75016","Park","Pa-75016","kfpk3075","kfpk3075_129"
"11393","JARDIN DE L'AVENUE DODE DE LA BRUNERIE","Promenades ouvertes","Jardin","75016","Oui","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=267542","48.835903408140474, 2.2576442260433978","1.0 AVENUE DODE DE LA BRUNERIE 75016","Park","Pa-75016","kfpk3075","kfpk3075_1963"
"11394","JARDIN LAZARE RACHLINE","Promenades ouvertes","Jardin","75003","Non","https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=42090","48.85798347549966, 2.362029648225009","9.0 RUE PAYENNE 75003","Park","Pa-75003","kfpk3075","kfpk3075_873"
