name,rating,user_ratings_total,reviews
Fumo by San Carlo - London,4.2,2371.0,"['A very welcoming place.  Food was quite good and staff was buzzing around a lot.  We sat smack in the middle as we had no reservations.  Felt a bit frazzled with all the hustle and bustle and we were underdressed and felt slightly out of place.', 'I loved this lunch from the start to the end. Staff was so friendly and polite and both the selection of drinks and food was huge. Everything tasted delicious and portions are actually ok, ao by the end of it I was so full and satisfied I promised to come back!!', 'Fabuulooous🍷🍹🍸🍰 We walked through the door just to have a look inside and we got delighted with the whole service.\nThe service are ever so friendly and greeted us with a remarkable welcoming.\nEspectacular variety of wines and delicious cocktails🍹🍸🍷.\nThey surprised us with some of their delicious desserts and coffee, because was my husband birthday.\n\nWe look forward to returning and enjoy their food.', 'I recently dined at Fumo and had an overall delightful experience. The food was absolutely amazing—every dish was a burst of flavor and perfectly cooked. I have ordered the carbonara pasta and the portion was very very generous. The atmosphere and ambience were very nice, creating a relaxing and enjoyable dining environment.\n\nWe had a reservation at 3 p.m., and it was not busy at all, making it the perfect time to be there. However, I did notice 2 hairs on our table, which was off-putting. Additionally, the phone service was barely available inside the restaurant, making it difficult to call or access the internet.\n\nDespite these minor issues, I would still highly recommend Fumo for its fantastic food and pleasant ambience. The in-person service was excellent, and I look forward to dining there again.', 'Every time I’m in Fumo, I completely forget to leave a review because I love it so much. From the atmosphere to the food, this is the place in London that I take any and all friends/family that visits. It holds such a special place in my heart honestly. The food is SUPERB and the waiters (whom are Italian) will NOT put parmesan on your shrimp pasta 🤣🤣 Can’t wait to go back for the seventh time!']"
Flat Iron Borough,4.7,1347.0,"['Fantastic steaks, served on a hot stone plate with great cutlery. Really enjoyed. The atmosphere is superb - relaxed lounge music, quite and not too busy. Exceptional service! Not to mention we got courtesy ice creams! Love it and recommend to anyone! Definitely will be back.', 'Isabella, our waitress was a breath of fresh air. She was so friendly and just a lovely person with excellent people skills. Please thank her for her service! The food is always delicious, the best sides to accompany very tasty steak!', 'Personally it felt like a fast food restaurant with the speed everything was done was in and out within 20 minutes. Tables where Tiny had to stick my drink on the seat whilst eating my meal as there was no room. The best thing was the free ice cream, mainly because I left as hungry as I entered and it help take the edge off. The knife’s were as blunt as this review and I was served a warm beer. The sirloin was nice and the aubergine and Tomato side great though.', 'Had a fantastic experience here for my birthday. The food was very good quality and a lot cheaper than I expected it to be! Very friendly service also, with a staff member noticing I had dropped my fork and coming over immediately to replace it. Definitely recommend coming here, especially on a special occasion as I was given free round of drinks and dessert!', 'Flat Iron is great. £14 for a good sized and tasty steak, and the creamed spinach is amazing. If you order it rare though, be ready for it to still be mooing on your plate…']"
Duck & Waffle,4.3,12486.0,"['I recently visited Duck and Waffle was blown away by the stunning views of London. The setting alone makes it a great spot to enjoy a meal, especially if you’re looking for a memorable backdrop. The service was attentive and friendly, adding to the positive experience. However, while the food was decent, it didn’t quite live up to the high expectations set by the location. It was alright, but not particularly memorable or extraordinary. Overall, it’s worth visiting for the view and service, but the food could use a bit more flair.', 'My visit to Duck & Waffle in London was nothing short of amazing. The views from the restaurant are breathtaking, offering a stunning panorama of the city skyline. As for the food, it was both unique and delicious. Each dish was thoughtfully prepared, combining bold flavors with a creative twist. The signature Duck & Waffle dish was an absolute standout—perfectly cooked with a balance of savory and sweet. The atmosphere was lively yet refined, making it a memorable dining experience. I highly recommend it for anyone looking for exceptional food and unforgettable views in London.', 'We attended the venue for Sunday lunch and first of all the atmosphere was fresh and young with a relaxed environment. Great welcome and were made to feel comfortable. The views were astonishing! The food was great Sunday set menu was well worth the money and very filling! Loved the lobster roll!\nCocktails were superb and clearly the mixologist knows what they are doing!! Well done.\nBut the best  part of our lunch was certainly our very friendly server Boris B! What a fab guy, not only did he give us some advice on the cocktails his approach to service and his friendly demeanour meant it felt like he was part of our lunch. He had us in stitches and he read us perfectly knowing that we was up for fun and a laugh. Genuinely he was probably the best server we have had and he totally made our day. All in all good value for money and a great lunch out for my mums birthday!', 'From the reception hostess who greeted me with a big smile to the waiter to each staff I pass by they all were super polite and with a big smile on their faces. Boris my waiter was extremely helpful and friendly. I was offered with the best seat in the restaurant, where I can actually see the Shared. He offered extra crisps to go with my beef tartare. I felt extremely special and was super happy. I’d highly recommend others to come here and I’ll definitely come back when I get a chance to visit London again. Thank you D&W for such a great experience!', 'Such a beautiful restaurant! Went here for birthday breakfast with my sister and it was brilliant! The service was great and friendly and the food was served to perfection! We had the Duck & Waffle and Duck Benedict which were both amazing, most probably the best breakfast I’ve ever had! The cost of the breakfast is more than I’d usually pay, but so worth it for the views and amazing food.\nWe was also treated to a little birthday cake and candle at no extra cost.\nOf course, the views are breathtaking and make this restaurant even more special!']"
The Restaurant at The Capital,4.3,178.0,"[""A superb experience from start to finish!\n\nOn entrance we were greeted warmly and our coats taken. No wait for a table, with our research and the waiters dealing with us were all Knowledgeable, friendly, attentive and funny.\n\nThe food was outstanding with amazing quality and quantity, which goes for drink too.\n\nThis place isn't cheap (about £100 a head for 3 courses and drink) but absolutely worth every penny!\n\nCan't wait to go back"", 'Came here on a Friday night- it was quite quiet due to Easter. The restaurant is inside a hotel and the decor is amazing, and so was the ambience. Service was also impeccable and I have no bad words about it. We got the octopus to start, which was good- hardly any octopus inside but it was still tasty. We then got the lamb chops for main, which was good but lacked seasoning and had too much fat on it. We got the softshell crab burger which was magnificent, I loved the crunch and the depth of flavour. The mac and cheese was also really good, not too cheesy and well seasoned although I am a fan of a bit more spice. The fries were nice and crunchy, the peppercorn sauce wasn’t the greatest. I think 4 stars is fair but because we had a discount, 5 stars is fair. We had 30% off and our meal totalled £70. They informed us everything was halal except the beef.', 'Refurbished a year ago, it is a beautiful setting. Bold green pattern on the wall, with green and turquoise, ochre and dark stained wood. Very stilish indeed.\n\nThe food is delicious. Starter of tuna tartare and tempura prawn. Beautiful combination of flavours and textures and very well presented.\nMain of monkfish. Cooked to perfection! Harissa on the side it was very hot. The salad, light and perfectly seasoned.\nCreme brulee, with a thicker texture but utterly delicious, a fitting end to a wonderful meal.\n\nIn brief, classy and elegant with delicious food and superb service. Not to mention a touch of magic with the very accomplished young lady playing the harp in the evening, just delightful. Very highly recommended!', 'One of the best dine out experience in London! Highlight was the tomahawk steak and the poke bowl. Steak was juicy and cooked to perfecting. Poke bowl was so flavorful. Service was top notch. 10/10 would come back again. :)', 'Great atmosphere and good service. The food was nice but my Monkfish was bland. Mussels were fresh and tasty. And the duck from set menu was great.']"
Ikoyi Restaurant,4.5,748.0,"['First time dining at this fine establishment and enjoyed every moment.  The atmosphere was perfect, the staff attentive and polite and there are no words to describe the flavors, presentations and delicate combos of each of the 11 courses.  To add icing to the cake, we got to meet Jeremy Chan!  Highly recommended.', ""Unique flavours from all around the globe. The finest produce from the UK and Europe. An Intimate and stylish restaurant that feels like a decadent experience as soon as you walk in. Personal service that made the experience even more special. Some of the best food I have ever eaten - Ikoyi doesn't disappoint. 5 stars"", 'Oh Wow oh wow!\nIn Jun 24 my son treated me to the 14 course sample menu at Ikoyi for my 60th birthday.\nIt did not disappoint. Absolutely blown away with the flavours, the techniques used, the plating, the service - Everything!\nAbsolutely wonderful meal. Everyone did their utmost. I cannot recommend enough.....\nMy son is a chef, to Rosette level, and he is in absolute awe of their unique flavour combinations.', 'OMG! words simply can’t describe how good Ikoyi is, you just have to save the money and go for it. We have been to many Michelin star restaurants, have tried all the 3 stars in London, Ikoyi is simply on another level, I am certain they would have had the third star if Jeremy Chan is in the Michelin star inner circle. Flavor just simply exploded in your mouth layer after layer, we regretted that we didn’t come here sooner. I had tried African cuisine before but didn’t really enjoy it, but this is nothing like African cuisine, the use of spices are very subtle and everything is beautifully executed. If you are visiting London and want to treat yourself to a nice meal, look no more please, those overly hyped restaurants (e.g. most difficult to book) are not worth your money nor time.\nThey serve a shorter lunch menu Tuesday to Thursday if you don’t want to break the bank.', '""Extraordinary culinary performance! Fine dining at its best. Jeremy Chan, head chef, leads the team through the performance of the open kitchen concept, channeling all positive tension into the restaurant itself. The interior is simple and serene, perfect for focusing on the eclectic gastronomic concept, a fusion of African-Asian cuisine with intense spice usage and unique ingredients that set this restaurant apart. A unique aspect is that the signature dishes aren\'t the \'strongest\' ones, but two exceptional dishes preceding them (scallops and suya with creamed beans), offering a rhapsody of unexpected umami explosions. The service is exceptionally friendly. However, the atmosphere was disrupted by a table of overly loud guests, to the point where their noise drowned out the waiter\'s explanations of the dishes. This detracted from the overall impression as I couldn\'t hear information about the ingredients used in the dishes due to the noise. Since it\'s a blind tasting and the menu received at the end provides extremely limited information, unfortunately, the impression remains incomplete. Excellent cocktails.""']"
Coppa Club Tower Bridge,4.0,7988.0,"['An amazing spot for breakfast and brunch, right on the river! My friend and I are visiting for the weekend, and we stumbled across Coppa Club on our way to the Tower of London. We ended up going back every morning we could before the end of the trip because we loved it so much! It’s in a perfect location, and is utterly beautiful inside. They also have acclimatized pods that you can sit in!! (We definitely suggest this, it was so cute!) The food was amazing and still affordable given that we’re study abroad students, plus our server was so friendly. 5/5 stars, go if you can!!!!', ""We reserved an igloo for breakfast and were really happy with our visit. They offer various moreish breakfast options  also vegan and vegetarian options. Also, for breakfast there is no minimum consumption. I had the garden breakfast, which was absolutely delicious and the cappuccino was very good as well. The igloos were nicely decorated, all staff was exceptionally friendly and  helpful. Lastly I'd also like to mention that the lavatories were really nice."", ""Me and my wife booked an igloo table for our wedding anniversary.\n\nWe arrived and waited to be put to our table.\n\nAfter they got us to sit at one table, we got a menu  and we been closed in the igloo because it was raining. But no other way of breathing in there unless the door was open. We opened the door and we been told we should close the door because the table gets wet. I didn't listen and left the door open to have some fresh air coming in.\n\nIt's a nice place, but to sit in an igloo on the side of the Tower Bridge, facing the bar, wasn't really ideal. Who designed the igloos? Why facing the bar instead of the nice Thames views?\nPlus the seats were really dirty and stained?\n\nWe ordered some drinks and food.\n\nTwo cocktails arrived, one was nice the other was just ice and syrup.\n\nThe starters arrived.\nSome of it wasn't done (some slice of bread) and I mean that it was raw inside.\nThe shrimps were nice but we had half of bowl of just fried up batter which wasn't really nice\n\nThe mains were really good.\nAnd I mean really good.\nYou can tell that the starters are probably frozen and the mains are done on the spot. Why not get the starters freshly done too?\n\nAll in all we had a OK'ish evening.\n\nWe spent nearly £200\n\nWe might not go back there, unless there's some changes."", 'I ate here with a family of 6, they offer a great variety of meals and the food is delicious. I got the carbonara pasta and it was really good. Also, my waiter was really kind and attentive towards our meal. We also got seated fairly quickly. Come here for your food!!!', ""Really lovely and aesthetic atmosphere. Staff was really welcoming and helpful. Food was delicious, but hoped there was a little bit more options. Price wasn't that bad for a nice restaurant in London.""]"
CORD by Le Cordon Bleu,4.6,161.0,"[""The food there was excellent.  I marked down one star because the dessert looked nicer than it tasted. Vegetarian starter was tomatoes and looked very pretty.\n\nThe scallop ceviche was very good, it's the second time I tried and it's still very good.\nI had the duck for main which was tasty and good size.   The dessert was looked beautiful but the cream inside was too sweet and I couldn't finish it.\n\nService was excellent and atmosphere was great.  Would go again for business but won't recommend for vegetarian.  Lol"", 'What a wonderful night at Cord! We opted for the 9 course tasting menu and were blown away by the exquisite flavors and the presentation of each dish was phenomenal! The staff were super attentive. A big thank you to Flo who was very knowledgable, professional and friendly. What a wonderful place to celebrate our anniversary! We highly recommend to everyone and we will sure be back.', 'Great food and service. Staff was friendly and helpful. Special mention to Adrian, who made sure we had a wonderful evening.', 'We went there for Valentine’s Day dinner and the experience was excellent. The staff were super attentive and knowledgeable in explaining their wine selection. Food was amazing and particularly surprised by the beetroot dish! The chicken with two sauces was perfect and couldn’t stop eating that! The little soup in a coffee cup was delicious but would be great if they can remind me that it’s super hot 🥵 as I drank it like if I was having tea and I burnt my tongue. Other than that, great atmosphere and would definitely recommend!', 'Lovely Champagne tasting and three course dinner experience at CORD. Gourmet food (and portions) in pleasant surroundings. The staff were very welcoming. It made for a lovely evening.']"
Cipriani London,4.1,1075.0,"['Amazing food and service every single time we’ve visited. We looove their veal anything prepared in every way possible - you name it, we’ve tried it and we loved it. When in season, order their lobster spaghetti. Finish off the lovely meal with their yuzu sorbet and vanilla meringue, you wouldn’t regret it.', ""The worst experience I had with a restaurant manager in London was at Cipriani London. When I entered the restaurant, the manager greeted me with the question, 'What do you want to eat?' I told him I would like a table and then I would order. He said, 'You can't sit until you tell me what you're going to eat, lunch or what?' I told him I would order dessert and coffee. He responded, 'You can't sit; we only serve those who want lunch.' I asked to see the menu so I could decide, and he said, 'Here is the menu, read it at the bar.' I told him I wanted a table, not the bar, and that I might order some food. He said, 'Don't say might, only lunch.' I asked to speak with a another waiter, and another staff member came over and treated me with respect and professionalism, unlike the manager. That’s what happened to me at Cipriani London.\n\nAs for the dessert, it was very delicious, the coffee was okay, and the salad was good."", 'My friends and I were seated by one of the tills in the corner. We were made to feel extremely uncomfortable as we overheard confrontations between the waiters.\n\nThere was a young waiter with curly hair, who was being targeted and completely scrutinised by his colleague. It was quite disheartening to witness as the young waiter was extremely attentive to our table and kept a bright smile regardless of what was being said to him, or how he was being treated. It was really unfair to see this, as the other waiter (tall) was raising his voice and being utterly rude, and frankly quite intimidating.\n\nHe displayed amazing professionalism unlike the other waiter. This is the customer service that makes a great difference to your team. He is an asset to the team, and did not deserve to be treated like that!\n\nApart from this, the food was delicious and I’d definitely visit the other branches.', 'Good food but note that their portion is very large.. so the meal can get very heavy. Better to come as a group', 'First time visiting and it was an exceptional experience. Old school service with waiters in white. Beautiful food, spot on service, and good cocktails. The carpaccio and bean soup were standouts as well as the Harry’s Bar special roger cocktail. Not a cheap meal out, but a perfect choice for a celebration or treat.']"
Liman Restaurant,4.7,1269.0,"['We had a lovely family dinner at Liman. The food was excellent. The lamb shank and the moussaka are truly their signature dishes. Elle, the hostess was kind enough to recommend them and really took care of me and my family. Will definitely dine here again. The experience was wonderful.', 'Wow! as we enjoyed our meal, we reminisced about how dramatically the food scene has changed in London the past 40 years. This is an incredible restaurant that delivers incredibly tasty Turkish food. If you are a lamb lover, this is the place to go and they know how not to overcook their chops and skewers.  The cold meze were also excellent and our server Anil was amazing.', ""My firend and I shared the Chicken Skewer and Mixed Grill dishes.  What feast. We certainly did not leave hungry.   All the grilled items were tasty, tender and cooked to perfection.  The salad and the salad dressing were fresh and flavoursome and it was a nice change to have a side of mixed vegatables that weren't drowning olive oil.  Definitely recommend Liman."", 'We’ve visited Liman several times and this time we brought our friends from Canada for dinner. Once again, we were not disappointed with our meal. The food was delicious and portions very generous. The service provided by Ahmet was equally excellent. We had the mixed Meze and calamari along with lamb shank, lamb chops and several other main courses which were all excellent. We will certainly return to the restaurant.', 'The atmosphere in the restaurant was good. After 7:30 pm, the lighting changed to a softer tone, creating a nice ambiance.\n\nThe fish I ordered was very tasty. The customer service was good, and the waiter provided excellent suggestions on the wine to pair with my meal.']"
Al Duca,4.3,382.0,"['Thanks for the great food, wine and brilliant service.\nSeafood Risotto is my favourite.\nLove it.\nNot to mention, other dishes were awesome as well.\nThe wine is especially excellent here too.\nI really appreciate their service, they  not only provide a good recommendation, but also very considerate.\nThanks', 'Wonderful service, excellent food, good value for money. Only place I know that would happily provide you with lovely simple boiled new potatoes. Definitely recommend.', 'Al Duca - what a great experience! My only regret is that I didn’t order the fresh made carbonara pasta. Affordable night out, very attractive place with a nice structured menu. The cherry on top of the cake was the almond liquor served with canolis. Delicious! Will definitely come back!', ""Went there for supper after a wine tasting at L'Escargot last week.  Lovely Chicken Milanese - my wife dined here once a week for lunch for several years in the early 2000's and, reliably, it's still good value, good service and good food and wine.  Had a Tiramisu each for pud, should have shared one!"", 'Delicious pasta! highly recommend  the prawn pasta with kale sauce and tiramisu was decent as well. Great service']"
The Pem,4.8,126.0,"['My birthday dinner at The Pem was an absolute delight. The food was simply outstanding. Whether it was the delicate flavors of the appetizer or the rich, satisfying main course, every bite was a revelation. Overall, my birthday dinner at The Pem was a truly memorable experience. The combination of exceptional food, impeccable service, and elegant ambiance made it a night to remember.', 'Probably the nicest place I’ve ever been. The food is amazing and you can tell why they have a Michelin star. The staffs knowledge of everything that was being served was immaculate.', 'Had the honor of coming here twice in the span of 3 days. The staff is extremely professional and polite. It is evident this establishment takes pride in their food and service.\n\nFood is of impeccable quality and attention to detail. The meat dishes in my personal opinion were superior to the fish based creations.\n\nLemon merengue was easily my favorite dessert. The restaurant is very clean and the decor is elegant and accommodating.\n\nHighly suggest you try this place at least once during your stay in London. However, it could take 2 visits to gain a full appreciation.\n\nSpecial thanks to Maciej and Allen for a friendly, personalized and accommodating stay. As well as a compassionate understanding for our special diet need.', 'Exquisite service and presentation of contemporary British food are very worthy of many more stars.\nHats of for this great woman lead culinary centre of excellence.', 'My husband found this restaurent for my bithday dinner and we really enjoyed the meal. Food was beautiful and delicious, service was perfect. Such a lovely place!']"
Americana London,4.7,1227.0,"['we enjoyed this place so much while in London that we came back for a second visit! It is beautifully decorated on the inside and service is always excellent! They have a two-for-one happy hour with great cocktails too!! The tropical punch was my favorite. The hurricane had a little bit too much ice. The bathrooms are downstairs, but my husband is disabled, they saw him having trouble and stopped him and allowed him to use the bathroom upstairs by the bar, which tells me how great they are at paying attention. The Louisiana burger was delicious, but the cheesecake is to die for!! If we lived locally we would be regulars!', ""Me and husband went here for a three course lunch.\nStaff: We were seated quickly and the staff came over to order, to check the foods quality and top up our water. We felt well taken care off without being smothered. The waiters and kitchen staff interacted nicely with each other and the atmosphere was friendly yet professional. Truly some of my favourite staff experience!\nFood: the dishes looked lovely and tasted better! My husbands medium steak was perfect, my haloumi salad was light yet spicy and filling. It was all very fresh. You can see the chefs preparing the food from the seating area which is great. The pacing between courses was good. We also enjoyed the unlimited home made iced tea!\nPrices: the prices are very fair, especially for the quality and amount of food and the location in tourist London, directly next to several theatres and the national gallery\nRestaurant: the seats were comfortable, the style and music really fit the the theme. Everything incl the bathrooms was very clean and tidy\nWe can really recommend going there and we'll be back ourselves!"", 'A great time in a very nice restaurant. The hamburger is incredible as well as the starters. I really appreciated the quality of the service in the dining room. The very kind person who welcomed me and the waiter who took care of my meal. I will take great pleasure in returning to this establishment.', 'Hands down - the best barbecue chicken I’ve had in Europe so far: Perfectly cooked, perfectly seasoned, perfectly mobbed. The ribs were solid, but the chicken was the star. The gumbo was fire, too, and so was the dessert. The service was friendly and attentive. The ambience is very Louisiana. I highly recommend this place!', ""Cannot recommend highly enough. We came on a Time Out offer prior to heading to the theatre afterwards on a Monday. The food was fantastic and well worth every penny we paid. But the service is really why I'm leaving a review. Veronika's service was second to none; often, I've found when dining out on an offer you end up with second class service but this absolutely was not the case. She was attentive and checked up regularly (but not too much to annoy!) She also very kindly offered to keep the leftovers for us in their fridge while we attended the theatre and we popped by to collect them afterwards. Will definitely be returning. Thank you so much!""]"
Restaurant Story,4.6,490.0,"[""An extraordinary restaurant with a clear identity and creative cuisine! The mystery of the menu adds a sense of uncertainty and requires close attention to dish descriptions throughout the two-hour culinary journey. The wine pairing is excellent and intense, featuring 8 different bottles. Full praise for the wine list, which reveals wineries from lesser-known European wine countries. Three umami highlights: Candle, frog legs, and pigeon... when you feel excitement and smile as you taste, that's it! The larger staff team actively participating in the presentation of dishes and communication adds an extra touch to the overall experience. Thank you for this great experience!"", ""Mind-blowing service and hospitality with super kind and welcoming staff! Everyone was also very knowledgeable and made us feel right at home. There was no air of pretentiousness like some of the other Michelin restaurants we've visited. The food was incredible and intricate, and they were quite accommodating with our preferences and dietary restrictions."", ""The best dinner we've ever had!! The food was phenomenal and the staff was so cool. Joked around with us and wasn't pretentious or stuffy at all. Then they took us into the kitchen to meet the chef and all the sous chefs. After that they took us upstairs to their newly renovated  private dining room and terrace for more desserts. There are literally not enough words to describe how amazing the entire experience was. It was awesome. Thank you to the entire staff for a once in a lifetime experience!!!"", 'A wonderful mix of the innovative and the classical. Particular highlights include Halibut and Plum Crudo, Sweetcorn Textures, Butter Poached Cod and of course the Paddington Bear. Well worth a visit.', 'An incredible evening. My partner and I went for the tasting menu on Valentines day and it was amazing. The flavours in each dish were perfect. The service was great. Everything was well explained and the whole evening had a relaxed feel. I would definitely recommend']"
Happy London,4.3,6364.0,"[""I really couldn't fault this place. Food fair prices for London. Staff always smiling and helpful. Service and atmosphere was great. Food was served quick enough with bread to die for. Potions appear small but don't underestimate them! We didn't book and we were lucky there was no long Q at all.  I will go back. Thank you 💛"", 'A very nice experience. Food came fast and was mostly tasty. Portion sizes are on the tad small side. Cocktails all tasted good! Deserts were just okay. Would have been nice to get the same waiter through our meal. Had four that I can remember', ""Great energy from the time we walked. The place is nicely decorated and well lit. The drinks were superb (though sweet) and the food was delicious! I've visited twice and would revisit again when in Piccadilly Circus. We ordered. The prawns paella. garlic cheese bread, Beef Tagliatelle , Mac and cheese beef."", 'The restaurant has a good variation of food, they have seafood, steaks, chicken, tacos and salads. Everything looks amazing. I had the pasta with shrimp, perfect presentation and flavour. My wife had a salad and it was amazing too. The service was very good.\n\nI fully recommend this place!', 'Always nice quality!\n\nI like the food but remember the photos shown in the menu are not gonna cut it the portion is always smaller than what it shows, so be aware of that.\n\nBut their food is a bit too high in cholesterol and if you do not have a  reservation there is a 30-minute queue outside as a welcoming gift\n\nSuper hggqultiy though, recommend for at least a first try!']"
Leicester Square Kitchen,4.4,792.0,"['This restaurant is attached to a hotel in Leicester Square, great location and ambience is good although quite quiet. We got the short rib and fish taco to start which were both amazing but small- probably about 2-3 bites. Calamari was good too but lacked a sauce. Wings were really juicy but overpriced. We got the rib eye steak which was okay but lacked flavour and they don’t really have any side options to pair. Beef was good too but same again, needs a side. Prices are quite a lot for the portion but may be due to the location. We had £50 off so it was worth it for us.', 'Every time we come to London we end up here mainly for the Tommy’s margaritas, then the habanero matchstick chicken and the Wagyu sliders, the list is endless. Excellent Peruvian and Mexican food with great service', 'Went on a Friday afternoon for a team lunch. The staff were very helpful. Had late lunch from 2pm. The place was empty, which gave us a lot of time to chill and catchup on a sunny friday afternoon. The starters and mains were amazing! Mini tacos and beef sliders took top spot for me! Dessert flavours were a little too adventurous for me.', 'One of my favorite spots in the area, perfect for a sharing concept. The beef tacos and duck salad are particular standouts for me, and overall, the food is excellent for the price.\nThe setting is both stylish and comfortable, making it easy to have a conversation with friends, even on a busy Friday evening.\nThe staff deserves the highest praise; they always take great care of us. I’ll definitely be back.', 'Recently I had the pleasure of dining at a restaurant that served some of the most delicious food, however, I have to mention that the portion sizes were disappointingly small.\n\nThat being said, I also do feel that the prices were incredibly high given the stingy sizes. By the way, these are not fancy gourmet ornamented plates. While the quality of the food was undeniable, I left feeling hungry.\n\nTables were also small and uncomfortable. While the staff was attentive, they seemed a bit overeager to clear plates and rush us through our meal. There were several instances where we were asked if we were finished with a dish before we had even taken our last -incredibly tiny- bite. At this point you want to finish the meal alone and in peace.\n\nI also found that the staff was a bit pushy in trying to get us to order additional items. They are aware of the flaws in the main courses proportions.\n\nOverall, I would not recommend this restaurant and would advise diners to order a lot of extra dishes to ensure that they leave feeling slightly satisfied. It reminded me of phoebe criticizing Monica’s restaurant: I ordered the appetizer but I can’t see it I can’t see it!']"
Bella Italia - The Strand,4.5,4037.0,"['The carbonara was amazing, all the food was fresh and hot. The only let down was the garlic bread was too thin and crunchy in the middle and they charged £5 for water. On the flip side, The staff were attentive and friendly. Overall, a relaxed and pleasant atmosphere and very reasonable prices for food.', 'We visited on a Friday around 1:30pm, wasn’t too busy but would still recommend you book in advance.\n\nThe menu has a lot of options, especially for those who are vegetarian/vegan/gluten free. On certain foods they have the option to make them vegan, like the spaghetti and meatballs which we ordered and it was delicious. We enjoyed everything we ordered and will definitely visit again.\n\nThey also have a QR table for you to pay for the bill , so easy to split between people and don’t have to wait for the server if it’s busy.', 'I really enjoyed my meal experience here. Lovely server Fernando was extremely kind and proficient. Delicious food so I highly recommend for a sweet family or friendly meal.', ""After a long trip in to London, we decided to give this a try for a light lunch.  Place wasn't very busy. Very nice atmosphere. Super clean. There is a large dining area downstairs. Friendly service.  Pretty decent Italian eats.  The pasta wasn't cooked thoroughly..a bit tough"", 'The food was great, we enjoyed our meal very much! Gabriel gave us great service and made sure we were well taken care of. Would visit again if I had the chance!']"
Osteria Romana,4.9,4292.0,"[""loved the cozy atmosphere and the excellent service. Special thanks to Nikon for making our night unforgettable. Be sure to try the truffle pasta – it's worth every penny!"", ""This is a perfect hole-in-the-wall restaurant tucked away in a small alleyway--a hidden gem that serves some of the best pasta I've ever had.\n\nInside, the restaurant is tiny and feels like stepping into a cozy Italian country house: dark, inviting, and full of charm. Complimentary bread is served as soon as you sit down, accompanied by fresh chopped basil from the plant on the table, mixed into the olive oil.\n\nThe menu is extensive, and I wanted to try everything, but I ultimately had just one pasta dish, which was absolutely delicious. Each pasta is served in a small pan, adding a cute touch. I also tasted my friends' dishes, and they were all fantastic. I don't think you can go wrong with any choice here."", 'Osteria Romana offers an authentic Italian experience in the heart of London, with every dish prepared to perfection. The pastas were the highlight of our meal. We tried the cod pasta, which had a refreshing hint of zest, giving it a light and uplifting flavor, and the truffle pasta, rich with earthy tones—a perfect contrast and balance. To end the meal, we enjoyed the peach and ricotta tart, a delightful finish. Michel, our attentive and friendly waiter, added a personal touch, treating us to biscotti and limoncello to cap off the evening. Overall, a top-notch dining experience from start to finish.', ""We had a wonderful meal at this beautiful restaurant for my Mother's birthday at the weekend. The decor is quaint and very aesthetically pleasing, and the restaurant feels very intimate with a classical atmosphere. The food was delicious - the flavours in the pastas married together so perfectly. It really felt like being in Italy. And the staff there were so sweet, making a wonderful gesture for my Mother's birthday. Fabrizio was so especially lovely and really made our experience the best it could have been. He was very professional and kind. Thank you"", 'Such a delicious hidden gem!!! This place is not on the Main Street but it has such a cute romantic vibe! The food was delicious and drink menu selection was fantastic. The pasta was so fresh and cooked to perfection. We had the gnocchi with truffle sauce for an appetizer and then the fettuccine with porcini mushrooms and meat. Absolutely lovely I would definitely go back here!']"
Andrew Edmunds Restaurant,4.5,890.0,"['Wonderful dinner, thoughtful dishes.\n\nSourdough is aromatic, and butter is so delicious that I asked for its origin :3\n\nFirst time seeing this horizontal cut of ox tongue. Tender with a slight crisp. The pigeon is also nice and slightly smoky.\n\nThe special beef shin is tender, flavorful, with a prominent yet mellow wine flavor. The celeriac tastes good as well. Lamb spine chop is also perfectly cooked.\n\nAlso appreciated the mixed vegetable. Unlike the greasy and heavy veggie dishes in other places, this one is healthy and doesn’t overpower the mains.\n\nThe staff are very friendly and knowledgeable. Looking forward to trying other dishes (and desserts!).', 'We had an absolutely lovely private lunch for 16 people for a hen do. Alice was a brilliant and patient server. Food was delicious, wine was fabulous, and the upstairs room is so light-filled and beautiful. The bride absolutely loved it. Thanks all!', 'Hands down THE BEST RESTAURANT in London for traditional English dishes! It was challenging to book a table for 4 because there’s limited space it is seriously worth the hassle. It was a 21:30 reservation and we stayed till close. The staff are attentive and everything on the menu looked good and our selections were  great. Would definitely recommend 💯', 'Located in Soho, two outdoor tables, rustic interior with church wooden benches , paper table cloth, a bar and down stair seating. Cramped for space and also Low tables if more then 6feet3-\nUnable to fit your legs under the table .\n\nStarters of burrata, subtle flavours. The Sardines was large- was expecting the tiny Spanish but these , the bones in the middle were inedible. The ox tongue was good- like jerked meat.\n\nThe whole Dover sole was excellent. Cooked to perfection with a lovely butter sauce.\n\nThe meringue was good- light and fresh.\nThe chocolate with berries was also\nGood.\n\nService was slow, somewhat overwhelmed.\nThe table was small when we got our food - lack of space, had to start plating up the food and the leave empty plates under another.', 'Legendary Soho institution. Sadly everyone around us was English. In the heart of London. We felt bit out of place in there, although everyone was nice and polite.\nStarters were great for myself and my companion. Unfortunately mains were very average in taste, quite blatant even. Service was just ok. Nice but short interaction. Ambient obviously great. Romantic, cute and old fashioned. All in all I would say good 4. Nothing special or extraordinary but also not bad.']"
