name,rating,user_ratings_total,reviews
BADMAASH Downtown LA,4.1,1642,"[""Not your traditional Indian food restaurant but I really wanted to try the poutine and that was very good and filling. My standout dish was the fried fish appetizer that had delicious flavor. Butter chicken with naan was the most traditional and tasty. This is a good modern fusion restaurant. A little dark and loud but that's the vibe they want, I went with my dad who wanted a little bit more traditional fare but he still thought the food was good. Pricing was fair for the area but definitely a little bit of a splurge. Went on a weeknight without a reservation and was able to get a seat, No problem. I could see they're being a wait on busier days."", 'We went there yesterday to try Indian food for the first time and we loved it . The atmosphere was pretty cool , nice and clean.\n\nOur waitress Chris was so friendly, attentive and definitely helpful, he well explained the menu and gave us great recommendations for us to try out. So , we ended up ordering the GHOST CHILI LAMB VINDALOO and he had GOAN PORK CURRY, mine was pretty spicy, his was between spicy and sweet but it was pretty good. We both liked it and we will definitely come back to try a different dish .\n\nWe highly recommend this place!', 'This was our first visit here. Shame we don’t live closer as it would definitely be a weekly staple. All the food was delicious. Some were not very traditionally Indian, but the twist on them didn’t stop the flavours. It was very busy during the lunchtime we were there. The server was on his own but worked very hard to accommodate everyone.', 'I have been wanting to try this place for quite awhile now. The food was overall good. I will say the fish for the fish moilee was a little undercooked. The scaly side was not crisp and it was also hard to cut into. But the curry sauce was phenomenal. Samosas and their sauces were super tasty. The yogurt puffs were bite size and fun to bite into. The saag paneer was also full of flavor and did not disappoint. I will say the roti was a little different than what I am used to. A little bit on the tougher side compared to the flaky and light rotis I’ve had in the past. Overall 4/5', 'So you “Could” come here and have a nice meal, and get out the door for around $35.  But I would recommend you budget in the range of $50-60 per person, because you’re going to want to try everything!  Samosas bigger than your clenched fist, fried fish with wonderful sauce, Tikka Masala with a hint of spice, and Indian inspired poutine are a few of the dishes you’ll want to try.   Portion sizes for the entrees allow everyone to order something different and share communally amongst the table.  (You’ll still be eating and wondering what the next table over is having)Helpful staff will tell you about the various offerings and help you choose something delicious.']"
LALA'S Argentine Grill Downtown Los Angeles,4.4,497,"['We chose LaLa’s as a last minute dinner option before a show at The Orpheum.  The food was great, especially the steak, but the service was what stood out.  They brought us out samples, gave amazing recommendations and had the perfect amount of attentiveness without being intrusive.  Highly recommend this unassuming but wonderful little gem of a restaurant!', 'Lala’s has been my go to spot for over 5 years now. I have had some successful business meetings at this location. I know that they have 2 other locations but this is my favorite one to go to as well. I have build a great relationship with their staff and owners. They also have the best sangrias in LA as it’s made fresh every day. The team is also reliable in making food in an adequate time. So it doesn’t take too long. When you are picking up order you have to park on the side as the parking is limited that’s why it’s perfect you can order online before you show up and they are fast with it too. They have a strong selection of many wines if you are into that.', 'It was my first time here and Lala’s did not disappoint! I got the BIFE ENCEBOLLADO. Although it comes with one side (the portion was large) they suggested I split the sides and get two different options. The rice and  mashed potatoes were amazing. The mashed potatoes weren’t grainy AT ALL. The steak was packed with flavor and cooked to my liking. There was too much garlic for my preference but it did not taint the flavor, I just removed them to the side.\nMy boyfriend loved it here as well and he’s an extremely picky eater.\nWe will come back!', ""Very nice I will be back again. Good place to get a good steak at a reasonable price. DTLA most steak places are $100 per person which is fine for a night out but who wants to pay that for lunch? I got a nice lunch size ribeye with two sides i chose rice and salad. The salad was solid but the rice was like butter that melted in my mouth! Next time I will get rice and one of the other sides I'm excited to see what they do with it. The steak was very tender and cooked just to order, it needed a pinch of sea salt and it would have been nearly perfect. Next time I'll probably get the bigger one. I got in and out quick and under $40 including tip! That is excellent for DTLA. You can easily pay that much for a burger and fries. I know because I have."", ""Great customer service. We ordered the table de carnes (NY strip, skirt steak, tenderloins). The first time around, our steaks were well done (we ordered medium rare) but the manager was very nice about it and he had the order re-done. It was much better after that, for our liking. Waitstaff checked on us multiple times, also. On the side we had zucchini and fries. We also tried flan and lemon cake for dessert. If you ever find yourself downtown, this is a good spot. There's a public pay parking lot across the street on Main (cost tonight was $10). Next time, we'd like to try the ribeye.""]"
Strada Eateria & Bar,4.5,319,"['I have been a loyal patron of this establishment for many years. I first stumbled upon this hidden gem when I was just 19 years old. Recently, I celebrated my 27th birthday here and had an amazing time. The manager is incredibly friendly and respectful, and the staff consistently provides outstanding and attentive service. The food has always been and continues to be absolutely delicious. I highly recommend this place for any type of occasion. The dessert was particularly delightful, and I am never disappointed with my experience here. I will always choose to come back to this wonderful establishment. I ordered a Manhattan for my drink, and it was exceptionally good and strong, which I appreciate. In fact, I enjoyed it so much that I ordered two! I always feel safe and secure in this establishment, as the people and the owner are hardworking individuals deserving of much respect. I hope this restaurant remains open for eternity, with a continuous flow of customers and prosperity. May this restaurant be blessed with success. It truly is a great place, and I will definitely be returning soon.', 'Fun place! Attended a Yelp event here and was pleasantly surprised. The food was quality. I had the ceviche, guacamole, salad and the egg cauliflower appetizer. All verrryyy good. The vibe is on the glitzy side, but they also have the Olympics showing on the tvs. They validate parking which is great (wish I’d known that sooner). They also have outside seating available. Overall nice experience would eat here again. A+.', 'Came here for dinner and they had cute little patio for sitting. They had the heaters to keep the space warm.\nWe ordered pappardelle de paella, Strada pizza, The guac and truffle fries. The food was decent and everything was good. The servers were nice.', 'Love the location! Great music and perfect setting to wind down.\n\nMy first words for a place like this should be let’s have some fun your horses that I tried with the Indo inhalers, which are Indonesian lamb skewers the ceviche de Peru, the chard cauliflower. The house makes green salad, the infamous guac, which is more than delicious bruschetta with jamon.\n\nThe outdoor seating is incredible and I got to tell you their service pretty classy they take really good care of you. They know who you are right away and right away you establish a relationship with your server… Hands-down, the perfect dream after a long day of work.\n\nThe food will make your demand more scenery. Here is amazing, but I can’t get enough of the lamb skewers!!\n\nCome in for a perfect evening centered around enjoyment and comfort.\n\nThe vibe is so epic!!!', 'Came here for a friends’ birthday. Decent happy hour options, I do like the venue. I’m only docking this place 2 stars because i had an issue with the restaurant validating parking and bread (instead of chips) being served with the ceviche. The ceviche by itself was fresh and delicious. Other than those two issues, I’d consider coming back here. It’s a great vibe, either way.']"
Petit Trois,4.4,911,"['It is one of my favourite places if I crave a French atmosphere. I love that they have an open kitchen, and when I sit at the bar, I can watch how everything is getting prepared - it’s a huge bonus, in my opinion.\n\nThank you so much for a fantastic service!\n\nValet parking is $15.', 'I felt like I was in France. The service was impeccable. My salad was light and tasty. The steak had a nice taste with tarragon, the Chocolate mousse is so good. I only gave a small bite to my husband. The baguette had bordier butter from france, which is the best butter in the world', 'In Short,\nLove this place from 10 years ago and today it’s still fantastic as it was the first time. Must Try spot.\n\nWith a few more details,\nPetit Trois is growing and yes they have a much bigger restaurant in SFV and now more seating at this branch but I still like to sit at the bar and watch the cooking happening in front of me and feeling the heat from the kitchen. The bar used to be all of the seating they had and it’s something I like when I come here.\nThe atmosphere is always nice. Night and day. Although I like it when it’s busy at night. Blaring french hip hop and yummy food and a healthy loud environment. I bet with the new patio outside it gives it more space.\n\nThe service was wonderful. Appropriate wait time and very friendly chat with Ryan who was excellent.\n\nThe food. Everything you get here tastes fantastic. The french onion soup. Escargot. Chicken liver. But my favorite is the Big Mec Burger. So juicy with so much flavor. It looks heavy but it is not. The bordelaise sauce gives it a nice tang and the extra on your plate is to dip your burger in. Yes eat with your hands.\nGarlic aioli with the fries are real good.\nThe have verbal specials from time to time and this time is was a french dip. It was STACKED with meat and provolone cheese with caramelized onions on the bottom. It was epic especially that the jus is the same from the french onion soup.\n\nAnyway you should know by now that I highly recommend this place and it’s one of my favorite little restaurants in LA.', 'Great little French bistro. Had the opportunity to sit down at the bar and experience what can only be described as a beautiful harmonious dance between the chef the cooks and theirs stoves and ovens. I had the escargot as an appetizer, that garlic parsley butter was to die for, I only wish the baguette it was served with wasn’t as heavy as it was, it needed more air and a bit more salt (Maybe find another baker?). For the main course I had Filet Aux Poivre and it was phenomenal, perfectly seared and tender, topped with that silky smooth creamy peppercorn sauce with a slightly sweet profile provided by the cognac it was made with. And of course frites where on point and the obvious pair to a delicious French sauce. Sadly I was too full to order dessert but I bet it must have been great too. I. I can finally say I can check this off my bucket list, I will definitely come back.', 'Rich, heaping portions of French standards in an intimate space of mostly bar seats with a front-row view of the frenetic kitchen at work timing 20 orders with multiple dishes to perfection. I luxuriated there solo for 90 minutes picking away at decadent chicken pate on thick slices of toasted sourdough (flimsy crostini with a patina of mousse this was not), gorgeous butter-citrus-caper charred trout dressed with an almond ""salsa"" (my word, not theirs), and a hazelnut praline pastry that was basically a cronut sandwich. I paired every dish with a wine or amaro. With tax and 20% tip, it came out to $170 or so. Service was exceptional and convivial. Staff, be it kitchen or FoH, were delighted to know you\'re delighted. Every empty plate was cleared within a minute of finishing the dish. I only leave good reviews (if I have nothing superlative to say, I just won\'t say anything). So, I\'m a fan!']"
Baroo,4.8,312,"['I loved the unique flavors & combinations of each course. The non-alcoholic pairing was a nice touch. Korean food is comfort food!  Everything was great! Happy to have had this experience.', 'SO WORTH IT!\n\nImpeccable service and food! We loved the taste testing experience; you just need to choose your protein. We went the short ribs and wagyu (both amazing btw) on our date night. And dont let the portions decieve you, we couldnt finish our food in the end. The handwritten note celebrating my wifes Bday was chefs kiss!\n\nNo wonder they’re LA Times Restaurant of the Year. Took us almost a month to get a dinner reservation for table seating so plan ahead!', 'My husband and I went to celebrate our anniversary and thoroughly enjoyed our experience. The food was delicious, the cocktails were creative, the service was warm and helpful, and the pacing was perfect. We felt the seafood dishes were the highlights of the meal.', 'We had the tasting menu with Korean Sool Pairing and also the nonalcoholic pairing. The food was amazing. Had rich flavors and textures, each dish thoughtfully prepared. I especially enjoyed the “Dae” course (soy braised black cod) and the “Jeol” dessert course which was a peach sorbet. I was extremely full and didn’t think I had room for dessert, but the dessert was so good and refresh light I ended up finishing it.\n\nThe Korean Sool Pairing was excellent and I would highly recommend it. It consisted of 5 kinds of Korean alcohols. The white lotus makgeoli was my favorite. The nonalcoholic pairing is excellent. It was variety of kombuchas and you definitely don’t feel like you’re missing out. The persimmon flavor was our favorite.\n\nThe service was attentive and everyone was great. Nothing was amiss, but everyone was very formal, which made the experience feel slightly less warm(personable) maybe even a little awkward - but this is just personal preference.\n\nI would definitely go back!', 'I wish I could give Baroo 6 stars! Phenomenal service, outstanding food, and delicious drinks.\n\nIt’s unusual to find a place that offers both vegetarian and non-vegetarian menus, as well as options for wine and non-alcoholic drink pairings. I tasted my partner’s NA drinks and they were so thoughtful and unique. For a place that is prix fixe, Baroo manages to make everyone feel included no matter their dietary/alcohol preferences.\n\nOf course the food was just incredible. Very elegant but approachable dishes with inspiring flavor combinations, and the staff does a great job of explaining what you’re eating or offering to tell you more about some unusual ingredients.\n\nCan’t wait to go back!']"
Three Borders Brunch and grill,4.9,368,"['My daughter and I love this place. The people are so kind and welcoming. They go above and beyond.\nThe place is spotless and has so many delicious options. Get the Ensalada drink!!!! This is a perfect brunch/date spot if you want some delicious food with a laid back atmosphere. They accept Apple Pay!', 'Really fun concept and incredible food. Discovered it while waiting in a crazy long line for a famous brunch place down the street and feeling the need to indulge in something a little different (for me), I decided to skip that place and come here. I definitely was not disappointed with my huge hearty breakfast of pupusa, meat, rice & beans and scrambled egg. The only thing I would suggest is better quality beans for the coffee but otherwise this place is incredible. Best of all service is amazing and delivered with smiles all around.', 'Great service and the food is so delicious!!! Pupusas are crispy and so are the fries. The breakfast burrito was perfect and the salsa was spicy as well. They really take care of the food that comes out and make sure it is perfect. I will be back !', 'What an extraordinary place?!? The hospitality from when you walk in the door is tangible, eye contact, smiles, greeting with first names for regulars! On to the food… wow, truly can taste the love and care in how it’s prepared. Truly an awesome restaurant to eat at, you owe yourself, get El Volcan or just pupusas or whatever, it’s all good!!!', 'A hidden gem! The service was great and the food was delicious! The owner greeted us, explained the menu, went above and beyond to serve us.  All employees were friendly and food was made fresh. 10/10']"
Mrs. Fish,4.4,774,"['This place is absolutely amazing! From the time you walk in to your seats, The ambience is beautiful. They played great music all night. And it wasn’t too overbearing so we still could converse. We ordered the prefix meal and everything was great. I highly recommend 10 out of 10.', 'Good but not great; so no burning desire to return.\nSeaweed salad was refreshing.\nAtmosphere is very cool and the artwork is nice, so it could be a fun place to hang out', 'If you’re looking for a unique dining and nightlife experience in downtown LA, Mrs. Fish is the place to be! Hidden beneath the Pershing Square Building, this spot offers a chic, modern ambiance with a touch of Japanese flair. The massive aquarium suspended from the ceiling is a stunning focal point that sets the tone for a memorable evening.\n\nThe food is fantastic—fresh sushi, creative sashimi, and traditional Japanese dishes with a modern twist. Every bite was flavorful and beautifully presented. The cocktail menu is just as impressive, with drinks that are both visually appealing and perfectly balanced in flavor.', 'I was on my way to another restaurant when the stunning neon lights of Mrs. Fish caught my eye and lured me inside. Although I didn’t get a chance to sample any food or drinks during this visit, I couldn’t resist exploring the restaurant. The ambiance is fantastic, featuring a massive aquarium that adds a unique touch, and the vibe is elevated with live DJs!\n\nI’m already looking forward to my next visit to experience the menu. If you find yourself in Los Angeles, I highly recommend stopping by Mrs. Fish to soak in the atmosphere and enjoy what they have to offer!', ""Beautiful restaurant and the food was great.the portions are big. Recommend getting the Yuki cocktail. This was delicious. You don't need a reservation for a party of 2 or 3, but I highly recommend you get one. Open sitting makes it difficult to find seating.\nAnd do valet parking.""]"
Noe Restaurant & Bar,4.2,277,"['I’m providing a blended score of 3 based on food and service\n\nThe food brought the score up to a 3 as the service would have probably stalled this review at about a 1\n\nLet’s start with the bad so we can end on a positive note\n\nOur waitress was one of the most passive aggressive servers I’ve ever encountered and mind you I do food reviews on a regular basis.\n\nOne member of our party ordered French toast which came with roasted potatoes. She also asked for a side of hash browns.\n\nServer responds your food already comes with potatoes\n\nMy friend responds she’s aware but would like hash browns as well.\n\nServer responds\nYou’re going to eat all of that food because that’s a lot of food for one person to eat\n\nEntire table just stared at her\n\nI then ask if they have coffee and if they’re able  to make a caramel latte\n\nServer answers No\nI ask no to which part\nShe responds again no\n\nAt this point it’s too early and I’m too tired and haven’t had caffeine so I wave over another server and he and I discuss my latte options\n\nOne of the girls stated she forgot something in our room and the new server states he can call someone to bring our items down.\n\nOld server seems confused and our new server explains we’re in one of the top suites (added perk for me traveling so much and doing reviews) and it’s one of the nicest suites there\n\nNow our old server is Miss Hospitality as she feels we now have money\n\nNeedless to say a caramel latte can all of a sudden be hand crafted and one appears\n\nAs the chefs have nothing to do with service I will say I had 0 complaints about the food. The food came out relatively quickly and everything was cooked to perfection.\n\nThe chicken and waffles was a fan favorite for the table. The chicken looks like chicken nuggets and we’re bursting with flavor. Dipped into whatever creamy sauce they  created and it was pure bliss.\n\nI ordered the breakfast sandwich which arrived on super soft brioche bread and the bacon was deliciously crispy. I also got Tater tots and found myself doing a happy dance which sipping my latte.\n\n0 complaints on food\nService needs some work\n\nPerhaps don’t judge what people are ordering\nOffer options if something is not available\nAnd treat everyone the same regardless of perceived wealth or not\n\nThat human standard goes a long way when it comes to service', 'The hotel stay was exceptional! To awake the next morning to a beautiful brunch was convenient and a refreshing change! The staff at the Noe was welcoming and provided excellent service! I had the veggie, egg-white omelette, my seed, the popcorn chicken and waffles. The fruit was fresh and the tea was like aroma therapy to my senses. The weather was delightfully mild and sunny which attributed to the relaxing outdoor atmosphere. Thank you for this experience!', ""Nice place, peaceful, piano playing,  indoor and outdoor seating. Not a place with a view of the city if thats what you're looking for but service was excellent and pricing is fair. Small portions as its Tapas style. Recommend to check out."", ""I came here with my partner on Thursday night (Feb 6, 2020). It wasn't that much busy so we got a table within 5 minutes. We ordered two glasses of Malbec and Ahi Tuna Tartare served with wonton to start. For main course i had Filet Mignon and my partner had ribeye steak. For dessert we had mocha chocolate pot de creme. We both loved the food but unfortunately we were not happy with the service. Our waiter was missing in action. Basically,  he just took our order and dropped the check. We couldn’t even find him when we wanted to order a bottle of red wine. I’m not sure it’s worth it or not to give a second chance."", 'For dinner, I let the staff decide what they recommend. They recommended pasta with my choice of meat. Pasta is al dente, ingredients were fresh. I’ve been to Italy and it’s very rare to find quality Italian food here in the US. So I must say that the chef really knows his stuff. It is Olive oil based so don’t expect a creamy sauce. It has tomatoes, olives, capers, and grated cheese on top. I got the steak as my meat of choice and it was tender and packed with flavors. They paired the entree with white wine… perfect combo for the pasta, definitely. For breakfast, I got eggs benedict. Potato wedges tasted ordinary but the eggs benedict exceeded my expectation- eggs are perfectly poach and the hollandaise sauce was divine! Highly recommended!!!']"
Hill Street Bar & Restaurant,4.5,263,"['We picked this restaurant on a whim, and what a tremendously lucky break. I ordered chips and dip that included a gorgeous array of fresh, delicious tortilla chips served with a cheese/jalapeño dip and guacamole. The plate was teeming with all three, for $10! We couldn’t finish it. What?! I don’t think I’ve had good guacamole in LA for under $18. My friend ordered garlic/cheese bread, which was a delicious and generous portion. Much of it was taken home. She had the chopped Italian salad, which she described as the perfect combination of ingredients that balanced so well. I had the Chinese chicken salad, which I’m sorry to say, was kind of bland. Requested more dressing, but that didn’t perk it up much. I had chocolate mousse that was so absolutely scrumptious, I had to finish the perfect portion. It was so smooth, balanced, and gorgeously presented. Not too sweet and rich, how mousse is often served.\n\nWhen we arrived, the staff told us to take a pick of the available tables, and we were quickly handed menus and given a chance to review them. Service was courteous and efficient without too many interruptions. We were shocked that the place was almost empty, but they close at 7 pm; so maybe breakfast and lunch are packed?\n\nIn spite of my salad, everything else was perfect. I would definitely come back to try more items. The prices were incredibly reasonable.', 'Absolutely perfect and 💯 recommend. I had the salmon and it was absolutely amazing. Hubs had a burger and it was delicious. Service was nice.', ""This place was terrible. We were promptly seated and orders taken. I ordered iced tea (no sugar or sweetener was available, and our waiter never came back, so couldn't ask for some). A different person delivered our food, mine was lukewarm (tasted mediocre) but my husband's meal was hot. Then literally no one ever came back to check on us. My husband had to go to the bar to ask for our check. Overall, it was a terrible experience. We left and went to get pizza. Oh and our MIA waiter: we saw him about a block away from the restaurant. Would not recommend."", 'After a long day of trial ,we walked down the street from the Stanley moss court house and found this nice restaurant which makes a perfect lunch date.  The interior is very nice ,beer on tap and a long list of fine wine. The best roast beef sandwich in have tried . Service is always on point.', 'With 4 people for dinner and beer (no cocktails). We chose the place for a happy hour that had not existed for many months (according to the staff), but was still on their own website via links on online review apps. Seemed like a bait and switch, so started on a sour note. Food was good, but underwhelming and average for the prices. Staff was nice, but more Euro-attentive (not very) than American-attentive (maybe too much). Fine by me, but if you don’t like that, you’ve been warned. They had two smaller TVs over the bar, both visible from most of the place and both showing sports. Wine and cocktail selection looked strong - but I was there to eat then drive, so I didn’t sample that. Space is big and open with tables, so not really a close boothy experience for diners. Walking distance from Broad, Music Center and Disney.']"
La Boucherie,4.4,237,"['Great experience for a formal and fun girls night out in honor of our friend! Also pretty pricey, so this is more for the experience and memories than the food. Some of the food was a bit heavy/oily; but we had a great time. Our least favorite was one of the fish dishes', 'The best views of the city!  The service was amazing!\nThe food & drinks were well made and of quality.\nRecommend for any special occasion.\nBe aware this establishment is very pricey.', ""Celebrated our 25th anniversary at La Boucherie, and we had an amazing evening.  The restaurant is beautiful and wow, the views are amazing.  Our server Daniel was excellent, and he really took care of us all evening.  It really was a dining experience.  Spent over 4 hours and never felt rushed, and if we didn't ask for the menu (Daniel was letting us enjoy our drinks), we would have stayed even longer.\n\nDaniel helped us pair the right wine with our courses.  He asked about my gin martini, and I commented, it could be a little stronger. He apologized and took it back to the bar, and they added a splash of gin, and it was perfect.  He did that all without making me feel bad about it.\n\nThe food was also amazing.  Well prepared and seasoned. Really, really good. Pleasantly surprised.\n\nOverall, highly, highly recommend La Boucherie. One of the best dining experiences we've ever had. We will definitely visit again the next time we're in LA."", 'Wonderful place! My boyfriend surprised me with The starlight booth dinner and wow it was such an amazing experience. Our sever Joaquin went above and beyond to make our dinner that much better. Food was tasty and high quality, atmosphere was very intimate. Cocktails delicious! Will definitely be coming back!', ""La Boucherie delivers an elegant ambiance, exceptional flavors, and outstanding service.\n\nThe highlight is the panoramic view of LA from the 70th floor, a scene so breathtaking it's like living art. Dining here is an elevated experience, offering you a front-row seat to LA's beauty.""]"
Spitz - Little Tokyo Restaurant & Bar - Mediterranean Food and More,4.4,984,"['Street Gyro + Street Cart Wrap + White Peach And Basil Sangria + Mango Slushie = perfect pregame for 2🙌 thank you Spitz for a great time this weekend. Never have I ever had a gyro with french fries UNTIL NOW!!! For the record, they do have sauce, but I chose to not include it due to having had a stomach issue. This gyro healed that issue though, gotta love it!', 'I got lucky with the parking out front, but not inside because of their BOGO soft opening deal. It was packed with a small line to order. I had takeout, so forgive the togo containers in the photos.\n\nI got the Street Cart Wrap with beef and lamb, as well as the Berliner Bowl with chicken and quinoa.  I ate nearly a 1/3 of the bowl and 1/2 the wrap.  The flavors were very addictive. This was a comfort food I never knew I needed.  Such freshness and I loved the texture of all the ingredients in the salad. The berliner sauce had a pleasant tang to it.  The Wrap had a garlic aioli that I wish I had more to dunk with. Definitely worth checking out.', ""Spitz is a fantastic spot for both lunch and dinner! The food always tastes fresh and delicious, making it a healthier option that still feels indulgent. The atmosphere inside is vibrant and fun, and I appreciate that there's a bar and outdoor seating as well. Their rewards program is a great perk too! I recommend ordering online for a quick and convenient pickup—your food is usually ready in no time. Definitely a go-to place in Little Tokyo"", 'Delicious! Veggie & Gluten free menu.\nThey have a separate gluten free menu.\nBut you need to make sure to mention them you are ordering from there.\nBecause the names of the items are the same, so I thought I ordered a gluten free item but it came with bread. To their credit they did bring me out a new one without any gluten quickly.', 'I love this place. First noticed them for supporting the la Asian pacific film fest. They have solid generous rewards and most importantly the people working are chill. The food is also yummy! Solid locations all over la']"
Girl & The Goat,4.7,6223,"['Hands down our favourite meal and restaurant during our week in Chicago. Very attentive staff and plenty of them. Buzzing atmosphere. Great choice of mocktails. The star of the show though the food was outstanding. We had the chickpea fritters, haddock, pork shank and sticky toffee pumpkin spiced cake. Highly recommend.', 'I had the pleasure of enjoying a meal here, and I was thoroughly impressed! The salad was incredible, with so many toppings and wonderful flavors that made each bite a delight. My husband had the chicken skewers, and he couldn’t stop raving about how tender and flavorful they were. The drinks were refreshing and perfectly complemented the meal. Even the dessert didn’t disappoint—rich and satisfying, it was the perfect ending to a great dining experience.\n\nThe customer service was wonderful, making the experience even more enjoyable. If you’re looking for a place that delivers on taste and service, this is it!', 'Best Balanced !! Just the right balance of spice, freshness and acid. The array of options was superb. Especially enjoyed the fresh herbs in the shrimp salad and whole friend branzino. Our fish came out over-salted but the waitstaff swiftly collected and replaced. The restaurant was loud and the lighting dim enough for an intimate dinner. Service was crisp. Dessert was complex and decadent.', 'Chickpea fritters were great. Would have loved more pomegranate and longer cook on the roasted chickpeas. 8/10\n\nShrimp salad was excellent. Needed a touch more seasoning, but the pickled grapes were fantastic. Great cook on the shrimp. 9/10\n\nGoat belly badly needed a starchy element for balance. The goat itself was good albeit heavy. 7/10', ""We got there after a show on a late Sunday night to make our 9:30pm reservation. We were promptly seated and our waitress met us at our table almost immediately. She was gracious and helped us decide on drinks. She also guided us through their menu which looked amazing. Shortly after our drinks got there, they were clearing the clean tables next to us , and announcing last call- we then realized we had made it in closed to closing time. Although we were not told, our waitress kept coming back to take our orders, and were definitely feeling the rush. We started out with their naan and dips which were really tasty. Followed up with green beans in fish sauce, goat empanadas, and roasted pig face. All the food was well prepared, well seasoned and presented. When we asked for our check we had been there an hour. Check came out and there is a 4% surcharge for employees health (which you can asked to be removed) . These surcharges send me over the roof- simply raise your menu prices! Oh wait, that would make your menu prices even more expensive than they already look. 4% surcharge and then I'm giving the option of a 20%, 22% or 24% tip - tipping is getting out of hand. An overall good experience, but I don't understand why they take reservations so late if they're going to make you feel that you came in too late for the kitchen.""]"
Rose Mary,4.6,1329,"['Service and the general ambiance of  Rose Mary is so modern with a rustic feel. Our server was knowledgeable about the menu and how it should be enjoyed, which was helpful for us first timers.\n\nNow to the food. The proteins were phenomenal both the ribs and duck were tender and packed with flavor. I Would  definitely return for that, fall off the bone, bite of ribs. However, this is where the phenomenal experience with the food ends. Sides and vegetables lacked the flavor complexities found in the protein. There seemed to be an element missing in each side dish. We were disappointed. Overall, a good experience, unfortunately, we wanted more from the food.', 'rose Mary had amazing food with really good service. We really enjoyed all the dishes family style. They had nice plants hung everywhere but the environment was extremely loud and almost impossible to hear the person across from you. The tables are very close together as well so you are essentially dining with others. It was good food but the atmosphere made it hard to enjoy.', ""Went here on a Tues evening for dinner with a coworker. Was able to get here easily from McCormick Place taking the trains.\nWe shared 3 plates including 2 from the appetizer/side menu to the pasta.\nEverything was very flavorful and service was great. The place had their windows open so we were happy to be sitting more towards the middle of restaurant as we aren't used to the humidity (which wasn't even that bad!).\nThey usually recommend ordering 4-5 dishes to share but we were ok with the 3 especially because our lamb pasta was pretty rich.\nNice decor a little louder noise level for a small space, glad we had a chance to dine here."", ""Our first Rose Mary experience was top-notch, and lived up to our long-awaited expectations. We ate family-style, which I recommend for experiencing their eclectic range of pastas, but you can certainly enjoy each plate individually.\n\nHighlights:\n+ the Rosemary Spritz is extremely refreshing, no wonder it's one of their signatures\n+ the Vegetables section has some great starter dishes. Both the Zucchini Fritters and Brussel Sprouts were cooked just right\n+ the pastas were varied and uniquely delicious. The Tortellini's red pepper sauce had a great, hearty flavor. My personal favorite was the Cappellacci di Zucca. I've never tasted pasta with such rich and sweet flavors before.\n+ the Chocolate Budino was a perfect cap to our meal. Not too filling, which I certainly appreciate in a dessert\n\nLowlights:\n-the rigatoni w/ duck and mushroom ragu wasn't great. The sauce was way too salty\n- the baby octopus was decent, but could have benefitted from a deeper seasoning. I also would have enjoyed the potatoes more if they had a crisp to them.\n\n(Note: all the pastas are cooked more on the al dente side. Whether you prefer that or not, I think it suited certain dishes more than others. The tortellini benefitted from the firmer noodle, while the Rigatoni just created a greater juxtaposition to the sauce, which we already weren't a fan of)\n\nOverall, we loved our first time at Rose Mary. The atmosphere was understated but effective. Will definitely be coming back."", 'I went out to dinner with two friends a few days ago. As we were finishing our dessert and coffee, the hostess approached our table, saying that we had “exceeded the 2 hour reservation, which your waitress explained to you, and that we have given you an extra 20 minutes”. The waitress had not shared that information with us in the beginning of our meal.\nAfter we finished our coffee, we went downstairs to use the restroom before we left. Going from an aromatic experience to a space of pungent, sewer-like smell created quite the dissonance for our experience.']"
